Município;UF;ANO;Mês;1º Decêndio;2º Decêndio;3º Decêndio;Item transferência;Transferência;
Acrelândia;AC;2023;03;456020.76;100523.88;0;FPM;FPM;
Acrelândia;AC;2023;03;90.08;10.1;0;ITR;ITR;
Acrelândia;AC;2023;03;60553.62;13348.26;0;FPM;FUNDEB;
Acrelândia;AC;2023;03;78.75;15.83;0;IPI-EXP;FUNDEB;
Acrelândia;AC;2023;03;21.44;3.87;0;ITR;FUNDEB;
Acrelândia;AC;2023;03;13747.34;4978.95;0;IPVA;FUNDEB;
Acrelândia;AC;2023;03;1287.71;44.62;0;ITCMD;FUNDEB;
Acrelândia;AC;2023;03;58179.66;118475.57;0;ICMS;FUNDEB;
Acrelândia;AC;2023;03;114027.7;25133.47;0;DEDU;FUNDEB;
Acrelândia;AC;2023;03;357330.62;78631.43;0;FPE;FUNDEB;
Assis Brasil;AC;2023;03;273612.47;60314.33;0;FPM;FPM;
Assis Brasil;AC;2023;03;77.49;0;0;ITR;ITR;
Assis Brasil;AC;2023;03;39671.45;8745.06;0;FPM;FUNDEB;
Assis Brasil;AC;2023;03;51.59;10.37;0;IPI-EXP;FUNDEB;
Assis Brasil;AC;2023;03;14.05;2.54;0;ITR;FUNDEB;
Assis Brasil;AC;2023;03;9006.51;3261.93;0;IPVA;FUNDEB;
Assis Brasil;AC;2023;03;843.64;29.23;0;ITCMD;FUNDEB;
Assis Brasil;AC;2023;03;38116.16;77618.77;0;ICMS;FUNDEB;
Assis Brasil;AC;2023;03;68422.47;15078.57;0;DEDU;FUNDEB;
Assis Brasil;AC;2023;03;234103.65;51515.05;0;FPE;FUNDEB;
Brasiléia;AC;2023;03;638429.07;140733.42;0;FPM;FPM;
Brasiléia;AC;2023;03;55.08;0;0;ITR;ITR;
Brasiléia;AC;2023;03;94089.3;20740.77;0;FPM;FUNDEB;
Brasiléia;AC;2023;03;122.36;24.59;0;IPI-EXP;FUNDEB;
Brasiléia;AC;2023;03;33.32;6.01;0;ITR;FUNDEB;
Brasiléia;AC;2023;03;21360.87;7736.38;0;IPVA;FUNDEB;
Brasiléia;AC;2023;03;2000.87;69.33;0;ITCMD;FUNDEB;
Brasiléia;AC;2023;03;90400.6;184089.44;0;ICMS;FUNDEB;
Brasiléia;AC;2023;03;159621.03;35183.34;0;DEDU;FUNDEB;
Brasiléia;AC;2023;03;555226.66;122178.91;0;FPE;FUNDEB;
Bujari;AC;2023;03;364816.62;80419.09;0;FPM;FPM;
Bujari;AC;2023;03;43948.18;9687.8;0;FPM;FUNDEB;
Bujari;AC;2023;03;57.15;11.49;0;IPI-EXP;FUNDEB;
Bujari;AC;2023;03;15.56;2.81;0;ITR;FUNDEB;
Bujari;AC;2023;03;9977.45;3613.58;0;IPVA;FUNDEB;
Bujari;AC;2023;03;934.59;32.38;0;ITCMD;FUNDEB;
Bujari;AC;2023;03;42225.23;85986.36;0;ICMS;FUNDEB;
Bujari;AC;2023;03;91204.14;20104.77;0;DEDU;FUNDEB;
Bujari;AC;2023;03;259340.87;57068.56;0;FPE;FUNDEB;
Capixaba;AC;2023;03;364816.62;80419.09;0;FPM;FPM;
Capixaba;AC;2023;03;63936.55;14093.98;0;FPM;FUNDEB;
Capixaba;AC;2023;03;83.14;16.71;0;IPI-EXP;FUNDEB;
Capixaba;AC;2023;03;22.64;4.09;0;ITR;FUNDEB;
Capixaba;AC;2023;03;14515.37;5257.09;0;IPVA;FUNDEB;
Capixaba;AC;2023;03;1359.65;47.11;0;ITCMD;FUNDEB;
Capixaba;AC;2023;03;61429.96;125094.41;0;ICMS;FUNDEB;
Capixaba;AC;2023;03;91204.14;20104.77;0;DEDU;FUNDEB;
Capixaba;AC;2023;03;377293.48;83024.3;0;FPE;FUNDEB;
Cruzeiro do Sul;AC;2023;03;1276858.12;281466.83;0;FPM;FPM;
Cruzeiro do Sul;AC;2023;03;3894.11;16.68;0;ITR;ITR;
Cruzeiro do Sul;AC;2023;03;340402.55;75037.32;0;FPM;FUNDEB;
Cruzeiro do Sul;AC;2023;03;442.67;88.98;0;IPI-EXP;FUNDEB;
Cruzeiro do Sul;AC;2023;03;120.54;21.76;0;ITR;FUNDEB;
Cruzeiro do Sul;AC;2023;03;77280.76;27989.19;0;IPVA;FUNDEB;
Cruzeiro do Sul;AC;2023;03;7238.88;250.83;0;ITCMD;FUNDEB;
Cruzeiro do Sul;AC;2023;03;327057.31;666011.08;0;ICMS;FUNDEB;
Cruzeiro do Sul;AC;2023;03;320188.05;70370.86;0;DEDU;FUNDEB;
Cruzeiro do Sul;AC;2023;03;2008736.09;442027.02;0;FPE;FUNDEB;
Epitaciolândia;AC;2023;03;547224.92;120628.64;0;FPM;FPM;
Epitaciolândia;AC;2023;03;175.6;21.78;0;ITR;ITR;
Epitaciolândia;AC;2023;03;71479.29;15756.69;0;FPM;FUNDEB;
Epitaciolândia;AC;2023;03;92.95;18.68;0;IPI-EXP;FUNDEB;
Epitaciolândia;AC;2023;03;25.31;4.57;0;ITR;FUNDEB;
Epitaciolândia;AC;2023;03;16227.77;5877.31;0;IPVA;FUNDEB;
Epitaciolândia;AC;2023;03;1520.05;52.67;0;ITCMD;FUNDEB;
Epitaciolândia;AC;2023;03;68677;139852.06;0;ICMS;FUNDEB;
Epitaciolândia;AC;2023;03;136850.12;30162.59;0;DEDU;FUNDEB;
Epitaciolândia;AC;2023;03;421803.61;92818.86;0;FPE;FUNDEB;
Feijó;AC;2023;03;729633.23;160838.19;0;FPM;FPM;
Feijó;AC;2023;03;3180.89;136.62;0;ITR;ITR;
Feijó;AC;2023;03;125510;27667.05;0;FPM;FUNDEB;
Feijó;AC;2023;03;163.22;32.81;0;IPI-EXP;FUNDEB;
Feijó;AC;2023;03;44.44;8.02;0;ITR;FUNDEB;
Feijó;AC;2023;03;28494.24;10319.91;0;IPVA;FUNDEB;
Feijó;AC;2023;03;2669.05;92.48;0;ITCMD;FUNDEB;
Feijó;AC;2023;03;120589.46;245565.28;0;ICMS;FUNDEB;
Feijó;AC;2023;03;183203.51;40243.69;0;DEDU;FUNDEB;
Feijó;AC;2023;03;740642.09;162980;0;FPE;FUNDEB;
Jordão;AC;2023;03;273612.47;60314.33;0;FPM;FPM;
Jordão;AC;2023;03;0;48.76;0;ITR;ITR;
Jordão;AC;2023;03;79878.14;17608.1;0;FPM;FUNDEB;
Jordão;AC;2023;03;103.88;20.88;0;IPI-EXP;FUNDEB;
Jordão;AC;2023;03;28.29;5.11;0;ITR;FUNDEB;
Jordão;AC;2023;03;18134.53;6567.88;0;IPVA;FUNDEB;
Jordão;AC;2023;03;1698.66;58.86;0;ITCMD;FUNDEB;
Jordão;AC;2023;03;76746.58;156284.76;0;ICMS;FUNDEB;
Jordão;AC;2023;03;68403.1;15090.76;0;DEDU;FUNDEB;
Jordão;AC;2023;03;471365.78;103725.13;0;FPE;FUNDEB;
Manoel Urbano;AC;2023;03;273612.47;60314.33;0;FPM;FPM;
Manoel Urbano;AC;2023;03;0.57;0;0;ITR;ITR;
Manoel Urbano;AC;2023;03;67691.03;14921.61;0;FPM;FUNDEB;
Manoel Urbano;AC;2023;03;88.03;17.69;0;IPI-EXP;FUNDEB;
Manoel Urbano;AC;2023;03;23.97;4.33;0;ITR;FUNDEB;
Manoel Urbano;AC;2023;03;15367.73;5565.81;0;IPVA;FUNDEB;
Manoel Urbano;AC;2023;03;1439.49;49.88;0;ITCMD;FUNDEB;
Manoel Urbano;AC;2023;03;65037.25;132440.18;0;ICMS;FUNDEB;
Manoel Urbano;AC;2023;03;68403.24;15078.57;0;DEDU;FUNDEB;
Manoel Urbano;AC;2023;03;399448.88;87899.65;0;FPE;FUNDEB;
Marechal Thaumaturgo;AC;2023;03;547224.92;120628.64;0;FPM;FPM;
Marechal Thaumaturgo;AC;2023;03;156624.09;34525.75;0;FPM;FUNDEB;
Marechal Thaumaturgo;AC;2023;03;203.68;40.94;0;IPI-EXP;FUNDEB;
Marechal Thaumaturgo;AC;2023;03;55.46;10.01;0;ITR;FUNDEB;
Marechal Thaumaturgo;AC;2023;03;35557.99;12878.22;0;IPVA;FUNDEB;
Marechal Thaumaturgo;AC;2023;03;3330.71;115.41;0;ITCMD;FUNDEB;
Marechal Thaumaturgo;AC;2023;03;150483.76;306441.25;0;ICMS;FUNDEB;
Marechal Thaumaturgo;AC;2023;03;136806.22;30157.15;0;DEDU;FUNDEB;
Marechal Thaumaturgo;AC;2023;03;924248.28;203382.97;0;FPE;FUNDEB;
Mâncio Lima;AC;2023;03;547224.92;120628.64;0;FPM;FPM;
Mâncio Lima;AC;2023;03;94203.62;20765.97;0;FPM;FUNDEB;
Mâncio Lima;AC;2023;03;122.51;24.62;0;IPI-EXP;FUNDEB;
Mâncio Lima;AC;2023;03;33.36;6.02;0;ITR;FUNDEB;
Mâncio Lima;AC;2023;03;21386.82;7745.78;0;IPVA;FUNDEB;
Mâncio Lima;AC;2023;03;2003.3;69.41;0;ITCMD;FUNDEB;
Mâncio Lima;AC;2023;03;90510.44;184313.12;0;ICMS;FUNDEB;
Mâncio Lima;AC;2023;03;136806.22;30157.15;0;DEDU;FUNDEB;
Mâncio Lima;AC;2023;03;555901.29;122327.36;0;FPE;FUNDEB;
Plácido de Castro;AC;2023;03;547224.92;120628.64;0;FPM;FPM;
Plácido de Castro;AC;2023;03;27.6;283.3;0;ITR;ITR;
Plácido de Castro;AC;2023;03;64170.4;14145.53;0;FPM;FUNDEB;
Plácido de Castro;AC;2023;03;83.45;16.77;0;IPI-EXP;FUNDEB;
Plácido de Castro;AC;2023;03;22.72;4.1;0;ITR;FUNDEB;
Plácido de Castro;AC;2023;03;14568.45;5276.33;0;IPVA;FUNDEB;
Plácido de Castro;AC;2023;03;1364.62;47.28;0;ITCMD;FUNDEB;
Plácido de Castro;AC;2023;03;61654.64;125551.93;0;ICMS;FUNDEB;
Plácido de Castro;AC;2023;03;136813.11;30227.97;0;DEDU;FUNDEB;
Plácido de Castro;AC;2023;03;378673.4;83327.96;0;FPE;FUNDEB;
Porto Acre;AC;2023;03;547224.92;120628.64;0;FPM;FPM;
Porto Acre;AC;2023;03;284.04;363.32;0;ITR;ITR;
Porto Acre;AC;2023;03;71749.5;15816.25;0;FPM;FUNDEB;
Porto Acre;AC;2023;03;93.31;18.76;0;IPI-EXP;FUNDEB;
Porto Acre;AC;2023;03;25.41;4.59;0;ITR;FUNDEB;
Porto Acre;AC;2023;03;16289.12;5899.52;0;IPVA;FUNDEB;
Porto Acre;AC;2023;03;1525.8;52.87;0;ITCMD;FUNDEB;
Porto Acre;AC;2023;03;68936.61;140380.75;0;ICMS;FUNDEB;
Porto Acre;AC;2023;03;136877.23;30247.97;0;DEDU;FUNDEB;
Porto Acre;AC;2023;03;423398.18;93169.75;0;FPE;FUNDEB;
Porto Walter;AC;2023;03;364816.62;80419.09;0;FPM;FPM;
Porto Walter;AC;2023;03;101393;22350.77;0;FPM;FUNDEB;
Porto Walter;AC;2023;03;131.85;26.5;0;IPI-EXP;FUNDEB;
Porto Walter;AC;2023;03;35.9;6.48;0;ITR;FUNDEB;
Porto Walter;AC;2023;03;23019;8336.91;0;IPVA;FUNDEB;
Porto Walter;AC;2023;03;2156.19;74.71;0;ITCMD;FUNDEB;
Porto Walter;AC;2023;03;97417.96;198379.41;0;ICMS;FUNDEB;
Porto Walter;AC;2023;03;91204.14;20104.77;0;DEDU;FUNDEB;
Porto Walter;AC;2023;03;598326.2;131663.06;0;FPE;FUNDEB;
Rio Branco;AC;2023;03;17322839.61;3818595.35;0;FPM;FPM;
Rio Branco;AC;2023;03;1303.41;702.52;0;ITR;ITR;
Rio Branco;AC;2023;03;650375.63;143366.87;0;FPM;FUNDEB;
Rio Branco;AC;2023;03;845.77;170.01;0;IPI-EXP;FUNDEB;
Rio Branco;AC;2023;03;230.3;41.58;0;ITR;FUNDEB;
Rio Branco;AC;2023;03;147653.2;53476.35;0;IPVA;FUNDEB;
Rio Branco;AC;2023;03;13830.65;479.23;0;ITCMD;FUNDEB;
Rio Branco;AC;2023;03;624878.13;1272485.7;0;ICMS;FUNDEB;
Rio Branco;AC;2023;03;4331035.74;954824.44;0;DEDU;FUNDEB;
Rio Branco;AC;2023;03;3837906.08;844540.1;0;FPE;FUNDEB;
Rodrigues Alves;AC;2023;03;547224.92;120628.64;0;FPM;FPM;
Rodrigues Alves;AC;2023;03;40.12;0;0;ITR;ITR;
Rodrigues Alves;AC;2023;03;122449.25;26992.35;0;FPM;FUNDEB;
Rodrigues Alves;AC;2023;03;159.24;32.01;0;IPI-EXP;FUNDEB;
Rodrigues Alves;AC;2023;03;43.36;7.83;0;ITR;FUNDEB;
Rodrigues Alves;AC;2023;03;27799.34;10068.24;0;IPVA;FUNDEB;
Rodrigues Alves;AC;2023;03;2603.96;90.23;0;ITCMD;FUNDEB;
Rodrigues Alves;AC;2023;03;117648.72;239576.81;0;ICMS;FUNDEB;
Rodrigues Alves;AC;2023;03;136816.24;30157.15;0;DEDU;FUNDEB;
Rodrigues Alves;AC;2023;03;722580.45;159005.5;0;FPE;FUNDEB;
Santa Rosa do Purus;AC;2023;03;273612.46;60314.34;0;FPM;FPM;
Santa Rosa do Purus;AC;2023;03;68379.57;15073.39;0;FPM;FUNDEB;
Santa Rosa do Purus;AC;2023;03;88.92;17.87;0;IPI-EXP;FUNDEB;
Santa Rosa do Purus;AC;2023;03;24.21;4.37;0;ITR;FUNDEB;
Santa Rosa do Purus;AC;2023;03;15524.06;5622.43;0;IPVA;FUNDEB;
Santa Rosa do Purus;AC;2023;03;1454.13;50.39;0;ITCMD;FUNDEB;
Santa Rosa do Purus;AC;2023;03;65698.8;133787.34;0;ICMS;FUNDEB;
Santa Rosa do Purus;AC;2023;03;68403.1;15078.58;0;DEDU;FUNDEB;
Santa Rosa do Purus;AC;2023;03;403511.98;88793.74;0;FPE;FUNDEB;
Sena Madureira;AC;2023;03;912041.53;201047.73;0;FPM;FPM;
Sena Madureira;AC;2023;03;27.6;77.48;0;ITR;ITR;
Sena Madureira;AC;2023;03;162502.64;35821.6;0;FPM;FUNDEB;
Sena Madureira;AC;2023;03;211.32;42.48;0;IPI-EXP;FUNDEB;
Sena Madureira;AC;2023;03;57.54;10.39;0;ITR;FUNDEB;
Sena Madureira;AC;2023;03;36892.56;13361.58;0;IPVA;FUNDEB;
Sena Madureira;AC;2023;03;3455.72;119.74;0;ITCMD;FUNDEB;
Sena Madureira;AC;2023;03;156131.84;317942.87;0;ICMS;FUNDEB;
Sena Madureira;AC;2023;03;228017.26;50281.28;0;DEDU;FUNDEB;
Sena Madureira;AC;2023;03;958937.97;211016.52;0;FPE;FUNDEB;
Senador Guiomard;AC;2023;03;547224.92;120628.64;0;FPM;FPM;
Senador Guiomard;AC;2023;03;9.26;5.05;0;ITR;ITR;
Senador Guiomard;AC;2023;03;65144.74;14360.32;0;FPM;FUNDEB;
Senador Guiomard;AC;2023;03;84.72;17.03;0;IPI-EXP;FUNDEB;
Senador Guiomard;AC;2023;03;23.07;4.16;0;ITR;FUNDEB;
Senador Guiomard;AC;2023;03;14789.66;5356.47;0;IPVA;FUNDEB;
Senador Guiomard;AC;2023;03;1385.34;48;0;ITCMD;FUNDEB;
Senador Guiomard;AC;2023;03;62590.79;127458.27;0;ICMS;FUNDEB;
Senador Guiomard;AC;2023;03;136808.53;30158.41;0;DEDU;FUNDEB;
Senador Guiomard;AC;2023;03;384423.07;84593.19;0;FPE;FUNDEB;
Tarauacá;AC;2023;03;820837.37;180942.96;0;FPM;FPM;
Tarauacá;AC;2023;03;971.5;170.85;0;ITR;ITR;
Tarauacá;AC;2023;03;210826.29;46473.92;0;FPM;FUNDEB;
Tarauacá;AC;2023;03;274.16;55.11;0;IPI-EXP;FUNDEB;
Tarauacá;AC;2023;03;74.66;13.48;0;ITR;FUNDEB;
Tarauacá;AC;2023;03;47863.37;17334.94;0;IPVA;FUNDEB;
Tarauacá;AC;2023;03;4483.35;155.35;0;ITCMD;FUNDEB;
Tarauacá;AC;2023;03;202561;412489.99;0;ICMS;FUNDEB;
Tarauacá;AC;2023;03;205452.21;45278.44;0;DEDU;FUNDEB;
Tarauacá;AC;2023;03;1244098.7;273766.79;0;FPE;FUNDEB;
Xapuri;AC;2023;03;547224.92;120628.64;0;FPM;FPM;
Xapuri;AC;2023;03;34.12;0;0;ITR;ITR;
Xapuri;AC;2023;03;41586.36;9167.17;0;FPM;FUNDEB;
Xapuri;AC;2023;03;54.08;10.87;0;IPI-EXP;FUNDEB;
Xapuri;AC;2023;03;14.73;2.66;0;ITR;FUNDEB;
Xapuri;AC;2023;03;9441.24;3419.39;0;IPVA;FUNDEB;
Xapuri;AC;2023;03;884.36;30.64;0;ITCMD;FUNDEB;
Xapuri;AC;2023;03;39956;81365.37;0;ICMS;FUNDEB;
Xapuri;AC;2023;03;136814.74;30157.15;0;DEDU;FUNDEB;
Xapuri;AC;2023;03;245403.67;54001.64;0;FPE;FUNDEB;
Anadia;AL;2023;03;917468.81;202244.11;0;FPM;FPM;
Anadia;AL;2023;03;9.02;5.05;0;ITR;ITR;
Anadia;AL;2023;03;109716.72;24185.63;0;FPM;FUNDEB;
Anadia;AL;2023;03;123.69;24.86;0;IPI-EXP;FUNDEB;
Anadia;AL;2023;03;94.7;9.83;0;ITR;FUNDEB;
Anadia;AL;2023;03;13235.84;6468.93;0;IPVA;FUNDEB;
Anadia;AL;2023;03;616.8;716.98;0;ITCMD;FUNDEB;
Anadia;AL;2023;03;33978.99;242314.7;0;ICMS;FUNDEB;
Anadia;AL;2023;03;229369.44;50562.27;0;DEDU;FUNDEB;
Anadia;AL;2023;03;196919.97;43348.99;0;FPE;FUNDEB;
Arapiraca;AL;2023;03;4901726.04;1080521.95;0;FPM;FPM;
Arapiraca;AL;2023;03;720.16;390.64;0;ITR;ITR;
Arapiraca;AL;2023;03;1152870.84;254135.4;0;FPM;FUNDEB;
Arapiraca;AL;2023;03;1299.68;261.24;0;IPI-EXP;FUNDEB;
Arapiraca;AL;2023;03;995.04;103.28;0;ITR;FUNDEB;
Arapiraca;AL;2023;03;139078.46;67973.57;0;IPVA;FUNDEB;
Arapiraca;AL;2023;03;6481.11;7533.76;0;ITCMD;FUNDEB;
Arapiraca;AL;2023;03;357041.17;2546171.34;0;ICMS;FUNDEB;
Arapiraca;AL;2023;03;1225611.53;270228.11;0;DEDU;FUNDEB;
Arapiraca;AL;2023;03;2069176.84;455498.34;0;FPE;FUNDEB;
Arapiraca;AL;2023;03;697402.57;0;0;CFEM;Royalties;
Atalaia;AL;2023;03;1529114.68;337073.5;0;FPM;FPM;
Atalaia;AL;2023;03;370071.16;81577.37;0;FPM;FUNDEB;
Atalaia;AL;2023;03;417.2;83.86;0;IPI-EXP;FUNDEB;
Atalaia;AL;2023;03;319.41;33.15;0;ITR;FUNDEB;
Atalaia;AL;2023;03;44644.14;21819.49;0;IPVA;FUNDEB;
Atalaia;AL;2023;03;2080.44;2418.34;0;ITCMD;FUNDEB;
Atalaia;AL;2023;03;114610.1;817320.16;0;ICMS;FUNDEB;
Atalaia;AL;2023;03;382278.66;84268.37;0;DEDU;FUNDEB;
Atalaia;AL;2023;03;664205.08;146214.82;0;FPE;FUNDEB;
Barra de Santo Antônio;AL;2023;03;764557.34;168536.75;0;FPM;FPM;
Barra de Santo Antônio;AL;2023;03;19.61;0;0;ITR;ITR;
Barra de Santo Antônio;AL;2023;03;134232.1;29589.72;0;FPM;FUNDEB;
Barra de Santo Antônio;AL;2023;03;151.33;30.42;0;IPI-EXP;FUNDEB;
Barra de Santo Antônio;AL;2023;03;115.86;12.02;0;ITR;FUNDEB;
Barra de Santo Antônio;AL;2023;03;16193.3;7914.36;0;IPVA;FUNDEB;
Barra de Santo Antônio;AL;2023;03;754.61;877.18;0;ITCMD;FUNDEB;
Barra de Santo Antônio;AL;2023;03;41571.34;296458.11;0;ICMS;FUNDEB;
Barra de Santo Antônio;AL;2023;03;191144.23;42134.18;0;DEDU;FUNDEB;
Barra de Santo Antônio;AL;2023;03;240920.25;53034.99;0;FPE;FUNDEB;
Barra de São Miguel;AL;2023;03;458734.41;101122.06;0;FPM;FPM;
Barra de São Miguel;AL;2023;03;0;33.24;0;ITR;ITR;
Barra de São Miguel;AL;2023;03;77309.91;17041.97;0;FPM;FUNDEB;
Barra de São Miguel;AL;2023;03;87.15;17.52;0;IPI-EXP;FUNDEB;
Barra de São Miguel;AL;2023;03;66.73;6.93;0;ITR;FUNDEB;
Barra de São Miguel;AL;2023;03;9326.42;4558.21;0;IPVA;FUNDEB;
Barra de São Miguel;AL;2023;03;434.61;505.2;0;ITCMD;FUNDEB;
Barra de São Miguel;AL;2023;03;23942.69;170742.7;0;ICMS;FUNDEB;
Barra de São Miguel;AL;2023;03;114683.59;25288.81;0;DEDU;FUNDEB;
Barra de São Miguel;AL;2023;03;138756.12;30545.08;0;FPE;FUNDEB;
Batalha;AL;2023;03;917468.81;202244.11;0;FPM;FPM;
Batalha;AL;2023;03;85.45;0;0;ITR;ITR;
Batalha;AL;2023;03;170145.44;37506.36;0;FPM;FUNDEB;
Batalha;AL;2023;03;191.81;38.56;0;IPI-EXP;FUNDEB;
Batalha;AL;2023;03;146.85;15.24;0;ITR;FUNDEB;
Batalha;AL;2023;03;20525.78;10031.82;0;IPVA;FUNDEB;
Batalha;AL;2023;03;956.51;1111.86;0;ITCMD;FUNDEB;
Batalha;AL;2023;03;52693.6;375774.49;0;ICMS;FUNDEB;
Batalha;AL;2023;03;229388.55;50561.01;0;DEDU;FUNDEB;
Batalha;AL;2023;03;305377.67;67224.33;0;FPE;FUNDEB;
Batalha;AL;2023;03;15198.39;0;0;CFEM;Royalties;
Belo Monte;AL;2023;03;458734.41;101122.06;0;FPM;FPM;
Belo Monte;AL;2023;03;57.38;29.17;0;ITR;ITR;
Belo Monte;AL;2023;03;76336.81;16827.46;0;FPM;FUNDEB;
Belo Monte;AL;2023;03;86.06;17.3;0;IPI-EXP;FUNDEB;
Belo Monte;AL;2023;03;65.89;6.84;0;ITR;FUNDEB;
Belo Monte;AL;2023;03;9209.02;4500.84;0;IPVA;FUNDEB;
Belo Monte;AL;2023;03;429.14;498.84;0;ITCMD;FUNDEB;
Belo Monte;AL;2023;03;23641.32;168593.57;0;ICMS;FUNDEB;
Belo Monte;AL;2023;03;114697.93;25287.79;0;DEDU;FUNDEB;
Belo Monte;AL;2023;03;137009.59;30160.61;0;FPE;FUNDEB;
Belém;AL;2023;03;458734.41;101122.06;0;FPM;FPM;
Belém;AL;2023;03;10.02;0;0;ITR;ITR;
Belém;AL;2023;03;67418.12;14861.44;0;FPM;FUNDEB;
Belém;AL;2023;03;76;15.28;0;IPI-EXP;FUNDEB;
Belém;AL;2023;03;58.19;6.04;0;ITR;FUNDEB;
Belém;AL;2023;03;8133.1;3974.99;0;IPVA;FUNDEB;
Belém;AL;2023;03;379.01;440.56;0;ITCMD;FUNDEB;
Belém;AL;2023;03;20879.23;148896.22;0;ICMS;FUNDEB;
Belém;AL;2023;03;114686.09;25280.5;0;DEDU;FUNDEB;
Belém;AL;2023;03;121002.31;26636.85;0;FPE;FUNDEB;
Boca da Mata;AL;2023;03;1070380.28;235951.46;0;FPM;FPM;
Boca da Mata;AL;2023;03;24672.5;49.49;0;ITR;ITR;
Boca da Mata;AL;2023;03;234085.79;51601.17;0;FPM;FUNDEB;
Boca da Mata;AL;2023;03;263.89;53.04;0;IPI-EXP;FUNDEB;
Boca da Mata;AL;2023;03;202.04;20.97;0;ITR;FUNDEB;
Boca da Mata;AL;2023;03;28239.32;13801.76;0;IPVA;FUNDEB;
Boca da Mata;AL;2023;03;1315.96;1529.7;0;ITCMD;FUNDEB;
Boca da Mata;AL;2023;03;72495.78;516989.86;0;ICMS;FUNDEB;
Boca da Mata;AL;2023;03;273763.18;59000.22;0;DEDU;FUNDEB;
Boca da Mata;AL;2023;03;420138.05;92487.11;0;FPE;FUNDEB;
Branquinha;AL;2023;03;611645.88;134829.41;0;FPM;FPM;
Branquinha;AL;2023;03;114746.38;25294.35;0;FPM;FUNDEB;
Branquinha;AL;2023;03;129.36;26;0;IPI-EXP;FUNDEB;
Branquinha;AL;2023;03;99.04;10.28;0;ITR;FUNDEB;
Branquinha;AL;2023;03;13842.6;6765.48;0;IPVA;FUNDEB;
Branquinha;AL;2023;03;645.07;749.84;0;ITCMD;FUNDEB;
Branquinha;AL;2023;03;35536.66;253422.96;0;ICMS;FUNDEB;
Branquinha;AL;2023;03;152911.46;33707.34;0;DEDU;FUNDEB;
Branquinha;AL;2023;03;205947.22;45336.2;0;FPE;FUNDEB;
Cacimbinhas;AL;2023;03;611645.88;134829.41;0;FPM;FPM;
Cacimbinhas;AL;2023;03;13.53;0;0;ITR;ITR;
Cacimbinhas;AL;2023;03;133871.62;29510.26;0;FPM;FUNDEB;
Cacimbinhas;AL;2023;03;150.92;30.34;0;IPI-EXP;FUNDEB;
Cacimbinhas;AL;2023;03;115.54;11.99;0;ITR;FUNDEB;
Cacimbinhas;AL;2023;03;16149.82;7893.11;0;IPVA;FUNDEB;
Cacimbinhas;AL;2023;03;752.59;874.82;0;ITCMD;FUNDEB;
Cacimbinhas;AL;2023;03;41459.69;295661.99;0;ICMS;FUNDEB;
Cacimbinhas;AL;2023;03;152914.84;33707.34;0;DEDU;FUNDEB;
Cacimbinhas;AL;2023;03;240273.28;52892.57;0;FPE;FUNDEB;
Cajueiro;AL;2023;03;917468.81;202244.11;0;FPM;FPM;
Cajueiro;AL;2023;03;0;14.4;0;ITR;ITR;
Cajueiro;AL;2023;03;174735.09;38518.07;0;FPM;FUNDEB;
Cajueiro;AL;2023;03;196.99;39.6;0;IPI-EXP;FUNDEB;
Cajueiro;AL;2023;03;150.81;15.65;0;ITR;FUNDEB;
Cajueiro;AL;2023;03;21079.44;10302.43;0;IPVA;FUNDEB;
Cajueiro;AL;2023;03;982.31;1141.86;0;ITCMD;FUNDEB;
Cajueiro;AL;2023;03;54115.02;385910.95;0;ICMS;FUNDEB;
Cajueiro;AL;2023;03;229367.19;50564.61;0;DEDU;FUNDEB;
Cajueiro;AL;2023;03;313615.19;69037.7;0;FPE;FUNDEB;
Campestre;AL;2023;03;458734.41;101122.06;0;FPM;FPM;
Campestre;AL;2023;03;47.58;0;0;ITR;ITR;
Campestre;AL;2023;03;59631.63;13145.02;0;FPM;FUNDEB;
Campestre;AL;2023;03;67.23;13.51;0;IPI-EXP;FUNDEB;
Campestre;AL;2023;03;51.47;5.34;0;ITR;FUNDEB;
Campestre;AL;2023;03;7193.76;3515.9;0;IPVA;FUNDEB;
Campestre;AL;2023;03;335.24;389.68;0;ITCMD;FUNDEB;
Campestre;AL;2023;03;18467.77;131699.35;0;ICMS;FUNDEB;
Campestre;AL;2023;03;114695.48;25280.5;0;DEDU;FUNDEB;
Campestre;AL;2023;03;107027.07;23560.41;0;FPE;FUNDEB;
Campo Alegre;AL;2023;03;1682026.16;370780.86;0;FPM;FPM;
Campo Alegre;AL;2023;03;54.19;0;0;ITR;ITR;
Campo Alegre;AL;2023;03;414972.58;91475.31;0;FPM;FUNDEB;
Campo Alegre;AL;2023;03;467.81;94.03;0;IPI-EXP;FUNDEB;
Campo Alegre;AL;2023;03;358.16;37.17;0;ITR;FUNDEB;
Campo Alegre;AL;2023;03;50060.88;24466.89;0;IPVA;FUNDEB;
Campo Alegre;AL;2023;03;2332.86;2711.76;0;ITCMD;FUNDEB;
Campo Alegre;AL;2023;03;128515.95;916487.13;0;ICMS;FUNDEB;
Campo Alegre;AL;2023;03;420520.06;92695.2;0;DEDU;FUNDEB;
Campo Alegre;AL;2023;03;744794.32;163955.33;0;FPE;FUNDEB;
Campo Grande;AL;2023;03;458734.41;101122.06;0;FPM;FPM;
