Município;UF;ANO;Mês;1º Decêndio;2º Decêndio;3º Decêndio;Item transferência;Transferência;
Irupi;ES;2019;10;65930.13;21780.34;0;DEDU;FUNDEB;
Irupi;ES;2019;10;18854.14;6243.03;0;FPE;FUNDEB;
Irupi;ES;2019;10;2039.08;387.36;0;CFM;Royalties;
Itaguaçu;ES;2019;10;5920.79;0;0;CIDE/Combustível;CIDE-Combustíveis;
Itaguaçu;ES;2019;10;21262.59;7040.51;0;FPM;FUNDEB;
Itaguaçu;ES;2019;10;4292.46;1723.54;0;IPI-EXP;FUNDEB;
Itaguaçu;ES;2019;10;0;0;0;COUN;FUNDEB;
Itaguaçu;ES;2019;10;0;0;0;LC 87;FUNDEB;
Itaguaçu;ES;2019;10;1161.48;47.76;0;ITR;FUNDEB;
Itaguaçu;ES;2019;10;3967.09;1774.4;0;IPVA;FUNDEB;
Itaguaçu;ES;2019;10;1202.53;376.26;0;ITCMD;FUNDEB;
Itaguaçu;ES;2019;10;108194.26;125101.87;0;ICMS;FUNDEB;
Itaguaçu;ES;2019;10;83726.03;27214.91;0;DEDU;FUNDEB;
Itaguaçu;ES;2019;10;16590.09;5493.35;0;FPE;FUNDEB;
Itaguaçu;ES;2019;10;5892.43;5569.22;0;CFM;Royalties;
Itapemirim;ES;2019;10;10979.79;0;0;CIDE/Combustível;CIDE-Combustíveis;
Itapemirim;ES;2019;10;114862.95;38033.66;0;FPM;FUNDEB;
Itapemirim;ES;2019;10;23188.35;9310.74;0;IPI-EXP;FUNDEB;
Itapemirim;ES;2019;10;0;0;0;COUN;FUNDEB;
Itapemirim;ES;2019;10;0;0;0;LC 87;FUNDEB;
Itapemirim;ES;2019;10;6274.46;258;0;ITR;FUNDEB;
Itapemirim;ES;2019;10;21430.69;9585.52;0;IPVA;FUNDEB;
Itapemirim;ES;2019;10;6496.16;2032.61;0;ITCMD;FUNDEB;
Itapemirim;ES;2019;10;584478;675814.86;0;ICMS;FUNDEB;
Itapemirim;ES;2019;10;134921.26;43426.49;0;DEDU;FUNDEB;
Itapemirim;ES;2019;10;89621.58;29675.7;0;FPE;FUNDEB;
Itapemirim;ES;2019;10;0;1621245.77;0;PEA;Royalties;
Itapemirim;ES;2019;10;2911.39;3917.08;0;CFM;Royalties;
Itarana;ES;2019;10;4648.78;0;0;CIDE/Combustível;CIDE-Combustíveis;
Itarana;ES;2019;10;11893.09;3938.07;0;FPM;FUNDEB;
Itarana;ES;2019;10;2400.96;964.05;0;IPI-EXP;FUNDEB;
Itarana;ES;2019;10;0;0;0;COUN;FUNDEB;
Itarana;ES;2019;10;0;0;0;LC 87;FUNDEB;
Itarana;ES;2019;10;649.67;26.71;0;ITR;FUNDEB;
Itarana;ES;2019;10;2218.97;992.5;0;IPVA;FUNDEB;
Itarana;ES;2019;10;672.62;210.46;0;ITCMD;FUNDEB;
Itarana;ES;2019;10;60517.79;69974.95;0;ICMS;FUNDEB;
Itarana;ES;2019;10;66035.97;21778.72;0;DEDU;FUNDEB;
Itarana;ES;2019;10;9279.56;3072.67;0;FPE;FUNDEB;
Iúna;ES;2019;10;9508.97;0;0;CIDE/Combustível;CIDE-Combustíveis;
Iúna;ES;2019;10;65630.36;21731.67;0;FPM;FUNDEB;
Iúna;ES;2019;10;13249.36;5319.97;0;IPI-EXP;FUNDEB;
Iúna;ES;2019;10;0;0;0;COUN;FUNDEB;
Iúna;ES;2019;10;0;0;0;LC 87;FUNDEB;
Iúna;ES;2019;10;3585.1;147.41;0;ITR;FUNDEB;
Iúna;ES;2019;10;12245.06;5476.97;0;IPVA;FUNDEB;
Iúna;ES;2019;10;3711.78;1161.39;0;ITCMD;FUNDEB;
Iúna;ES;2019;10;333958.88;386146.91;0;ICMS;FUNDEB;
Iúna;ES;2019;10;118469.76;38015.63;0;DEDU;FUNDEB;
Iúna;ES;2019;10;51207.96;16956.09;0;FPE;FUNDEB;
Iúna;ES;2019;10;0;32.58;0;CFM;Royalties;
Jaguaré;ES;2019;10;9623.89;0;0;CIDE/Combustível;CIDE-Combustíveis;
Jaguaré;ES;2019;10;78036.7;25839.68;0;FPM;FUNDEB;
Jaguaré;ES;2019;10;15753.93;6325.62;0;IPI-EXP;FUNDEB;
Jaguaré;ES;2019;10;0;0;0;COUN;FUNDEB;
Jaguaré;ES;2019;10;0;0;0;LC 87;FUNDEB;
Jaguaré;ES;2019;10;4262.81;175.28;0;ITR;FUNDEB;
Jaguaré;ES;2019;10;14559.79;6512.3;0;IPVA;FUNDEB;
Jaguaré;ES;2019;10;4413.43;1380.94;0;ITCMD;FUNDEB;
Jaguaré;ES;2019;10;397088.29;459141.61;0;ICMS;FUNDEB;
Jaguaré;ES;2019;10;117542.25;38119.5;0;DEDU;FUNDEB;
Jaguaré;ES;2019;10;60887.97;20161.36;0;FPE;FUNDEB;
Jerônimo Monteiro;ES;2019;10;4796.7;0;0;CIDE/Combustível;CIDE-Combustíveis;
Jerônimo Monteiro;ES;2019;10;18776.92;6217.46;0;FPM;FUNDEB;
Jerônimo Monteiro;ES;2019;10;3790.66;1522.05;0;IPI-EXP;FUNDEB;
Jerônimo Monteiro;ES;2019;10;0;0;0;COUN;FUNDEB;
Jerônimo Monteiro;ES;2019;10;0;0;0;LC 87;FUNDEB;
Jerônimo Monteiro;ES;2019;10;1025.7;42.18;0;ITR;FUNDEB;
Jerônimo Monteiro;ES;2019;10;3503.33;1566.97;0;IPVA;FUNDEB;
Jerônimo Monteiro;ES;2019;10;1061.95;332.28;0;ITCMD;FUNDEB;
Jerônimo Monteiro;ES;2019;10;95546.02;110477.08;0;ICMS;FUNDEB;
Jerônimo Monteiro;ES;2019;10;66063.94;21726.82;0;DEDU;FUNDEB;
Jerônimo Monteiro;ES;2019;10;14650.66;4851.16;0;FPE;FUNDEB;
Jerônimo Monteiro;ES;2019;10;11.95;11.95;0;CFM;Royalties;
João Neiva;ES;2019;10;7063.3;0;0;CIDE/Combustível;CIDE-Combustíveis;
João Neiva;ES;2019;10;34367.22;11379.74;0;FPM;FUNDEB;
João Neiva;ES;2019;10;6938;2785.79;0;IPI-EXP;FUNDEB;
João Neiva;ES;2019;10;0;0;0;COUN;FUNDEB;
João Neiva;ES;2019;10;0;0;0;LC 87;FUNDEB;
João Neiva;ES;2019;10;1877.33;77.19;0;ITR;FUNDEB;
João Neiva;ES;2019;10;6412.11;2868.01;0;IPVA;FUNDEB;
João Neiva;ES;2019;10;1943.67;608.16;0;ITCMD;FUNDEB;
João Neiva;ES;2019;10;174876.96;202205.14;0;ICMS;FUNDEB;
João Neiva;ES;2019;10;99388.36;32586.33;0;DEDU;FUNDEB;
João Neiva;ES;2019;10;26814.95;8879.03;0;FPE;FUNDEB;
João Neiva;ES;2019;10;252.33;316955.43;0;CFM;Royalties;
Laranja da Terra;ES;2019;10;4693.74;0;0;CIDE/Combustível;CIDE-Combustíveis;
Laranja da Terra;ES;2019;10;15682.83;5192.93;0;FPM;FUNDEB;
Laranja da Terra;ES;2019;10;3166.02;1271.24;0;IPI-EXP;FUNDEB;
Laranja da Terra;ES;2019;10;0;0;0;COUN;FUNDEB;
Laranja da Terra;ES;2019;10;0;0;0;LC 87;FUNDEB;
Laranja da Terra;ES;2019;10;856.68;35.23;0;ITR;FUNDEB;
Laranja da Terra;ES;2019;10;2926.05;1308.76;0;IPVA;FUNDEB;
Laranja da Terra;ES;2019;10;886.95;277.52;0;ITCMD;FUNDEB;
Laranja da Terra;ES;2019;10;79801.78;92272.47;0;ICMS;FUNDEB;
Laranja da Terra;ES;2019;10;66099.21;21719.59;0;DEDU;FUNDEB;
Laranja da Terra;ES;2019;10;12236.49;4051.77;0;FPE;FUNDEB;
Linhares;ES;2019;10;42424;0;0;CIDE/Combustível;CIDE-Combustíveis;
Linhares;ES;2019;10;354323.81;117324.47;0;FPM;FUNDEB;
Linhares;ES;2019;10;71530.34;28721.33;0;IPI-EXP;FUNDEB;
Linhares;ES;2019;10;0;0;0;COUN;FUNDEB;
Linhares;ES;2019;10;0;0;0;LC 87;FUNDEB;
Linhares;ES;2019;10;19355.17;795.86;0;ITR;FUNDEB;
Linhares;ES;2019;10;66108.38;29568.96;0;IPVA;FUNDEB;
Linhares;ES;2019;10;20039.07;6270.11;0;ITCMD;FUNDEB;
Linhares;ES;2019;10;1802970.1;2084721.75;0;ICMS;FUNDEB;
Linhares;ES;2019;10;504329.25;154095.75;0;DEDU;FUNDEB;
Linhares;ES;2019;10;276460.43;91542.18;0;FPE;FUNDEB;
Linhares;ES;2019;10;10028.37;6946.78;0;CFM;Royalties;
Mantenópolis;ES;2019;10;6063.45;0;0;CIDE/Combustível;CIDE-Combustíveis;
Mantenópolis;ES;2019;10;26438.93;8754.52;0;FPM;FUNDEB;
Mantenópolis;ES;2019;10;5337.45;2143.13;0;IPI-EXP;FUNDEB;
Mantenópolis;ES;2019;10;0;0;0;COUN;FUNDEB;
Mantenópolis;ES;2019;10;0;0;0;LC 87;FUNDEB;
Mantenópolis;ES;2019;10;1444.24;59.39;0;ITR;FUNDEB;
Mantenópolis;ES;2019;10;4932.88;2206.38;0;IPVA;FUNDEB;
Mantenópolis;ES;2019;10;1495.28;467.86;0;ITCMD;FUNDEB;
Mantenópolis;ES;2019;10;134534.04;155557.78;0;ICMS;FUNDEB;
Mantenópolis;ES;2019;10;82303.56;27138.9;0;DEDU;FUNDEB;
Mantenópolis;ES;2019;10;20628.93;6830.7;0;FPE;FUNDEB;
Marataizes;ES;2019;10;12328.87;0;0;CIDE/Combustível;CIDE-Combustíveis;
Marataizes;ES;2019;10;105400.93;34900.58;0;FPM;FUNDEB;
Marataizes;ES;2019;10;21278.18;8543.75;0;IPI-EXP;FUNDEB;
Marataizes;ES;2019;10;0;0;0;COUN;FUNDEB;
Marataizes;ES;2019;10;0;0;0;LC 87;FUNDEB;
Marataizes;ES;2019;10;5757.59;236.74;0;ITR;FUNDEB;
Marataizes;ES;2019;10;19665.3;8795.9;0;IPVA;FUNDEB;
Marataizes;ES;2019;10;5961.03;1865.17;0;ITCMD;FUNDEB;
Marataizes;ES;2019;10;536330.69;620143.53;0;ICMS;FUNDEB;
Marataizes;ES;2019;10;147606.01;48815.95;0;DEDU;FUNDEB;
Marataizes;ES;2019;10;82238.86;27231.11;0;FPE;FUNDEB;
Marataizes;ES;2019;10;0;1895549.45;0;PEA;Royalties;
Marechal Floriano;ES;2019;10;6230.45;0;0;CIDE/Combustível;CIDE-Combustíveis;
Marechal Floriano;ES;2019;10;39895.72;13210.35;0;FPM;FUNDEB;
Marechal Floriano;ES;2019;10;8054.09;3233.93;0;IPI-EXP;FUNDEB;
Marechal Floriano;ES;2019;10;0;0;0;COUN;FUNDEB;
Marechal Floriano;ES;2019;10;0;0;0;LC 87;FUNDEB;
Marechal Floriano;ES;2019;10;2179.33;89.61;0;ITR;FUNDEB;
Marechal Floriano;ES;2019;10;7443.59;3329.37;0;IPVA;FUNDEB;
Marechal Floriano;ES;2019;10;2256.33;705.99;0;ITCMD;FUNDEB;
Marechal Floriano;ES;2019;10;203008.63;234732.95;0;ICMS;FUNDEB;
Marechal Floriano;ES;2019;10;82875.8;27199.17;0;DEDU;FUNDEB;
Marechal Floriano;ES;2019;10;31128.55;10307.36;0;FPE;FUNDEB;
Marechal Floriano;ES;2019;10;6374.19;6128.35;0;CFM;Royalties;
Marilândia;ES;2019;10;4922.4;0;0;CIDE/Combustível;CIDE-Combustíveis;
Marilândia;ES;2019;10;21411.69;7089.89;0;FPM;FUNDEB;
Marilândia;ES;2019;10;4322.56;1735.62;0;IPI-EXP;FUNDEB;
Marilândia;ES;2019;10;0;0;0;COUN;FUNDEB;
Marilândia;ES;2019;10;0;0;0;LC 87;FUNDEB;
Marilândia;ES;2019;10;1169.63;48.09;0;ITR;FUNDEB;
Marilândia;ES;2019;10;3994.91;1786.84;0;IPVA;FUNDEB;
Marilândia;ES;2019;10;1210.96;378.9;0;ITCMD;FUNDEB;
Marilândia;ES;2019;10;108953.02;125979.2;0;ICMS;FUNDEB;
Marilândia;ES;2019;10;66851.55;21786.7;0;DEDU;FUNDEB;
Marilândia;ES;2019;10;16706.43;5531.87;0;FPE;FUNDEB;
Marilândia;ES;2019;10;134.64;97.92;0;CFM;Royalties;
Mimoso do Sul;ES;2019;10;9135.68;0;0;CIDE/Combustível;CIDE-Combustíveis;
Mimoso do Sul;ES;2019;10;30596.79;10131.27;0;FPM;FUNDEB;
Mimoso do Sul;ES;2019;10;6176.83;2480.16;0;IPI-EXP;FUNDEB;
Mimoso do Sul;ES;2019;10;0;0;0;COUN;FUNDEB;
Mimoso do Sul;ES;2019;10;0;0;0;LC 87;FUNDEB;
Mimoso do Sul;ES;2019;10;1671.37;68.72;0;ITR;FUNDEB;
Mimoso do Sul;ES;2019;10;5708.63;2553.36;0;IPVA;FUNDEB;
Mimoso do Sul;ES;2019;10;1730.43;541.44;0;ITCMD;FUNDEB;
Mimoso do Sul;ES;2019;10;155691.21;180021.2;0;ICMS;FUNDEB;
Mimoso do Sul;ES;2019;10;118517.11;38122.53;0;DEDU;FUNDEB;
Mimoso do Sul;ES;2019;10;23873.08;7904.91;0;FPE;FUNDEB;
Mimoso do Sul;ES;2019;10;2392.89;3177.56;0;CFM;Royalties;
Montanha;ES;2019;10;7346.78;0;0;CIDE/Combustível;CIDE-Combustíveis;
Montanha;ES;2019;10;45337.01;15012.09;0;FPM;FUNDEB;
Montanha;ES;2019;10;9152.57;3675;0;IPI-EXP;FUNDEB;
Montanha;ES;2019;10;0;0;0;COUN;FUNDEB;
Montanha;ES;2019;10;0;0;0;LC 87;FUNDEB;
Montanha;ES;2019;10;2476.56;101.83;0;ITR;FUNDEB;
Montanha;ES;2019;10;8458.81;3783.46;0;IPVA;FUNDEB;
Montanha;ES;2019;10;2564.07;802.28;0;ITCMD;FUNDEB;
Montanha;ES;2019;10;230696.55;266747.69;0;ICMS;FUNDEB;
Montanha;ES;2019;10;114363.85;33286.56;0;DEDU;FUNDEB;
Montanha;ES;2019;10;35374.11;11713.15;0;FPE;FUNDEB;
Montanha;ES;2019;10;0;65.49;0;CFM;Royalties;
Mucurici;ES;2019;10;3169.4;0;0;CIDE/Combustível;CIDE-Combustíveis;
Mucurici;ES;2019;10;10938.5;3621.99;0;FPM;FUNDEB;
Mucurici;ES;2019;10;2208.25;886.67;0;IPI-EXP;FUNDEB;
Mucurici;ES;2019;10;0;0;0;COUN;FUNDEB;
Mucurici;ES;2019;10;0;0;0;LC 87;FUNDEB;
Mucurici;ES;2019;10;597.52;24.57;0;ITR;FUNDEB;
Mucurici;ES;2019;10;2040.87;912.84;0;IPVA;FUNDEB;
Mucurici;ES;2019;10;618.63;193.57;0;ITCMD;FUNDEB;
Mucurici;ES;2019;10;55660.38;64358.47;0;ICMS;FUNDEB;
Mucurici;ES;2019;10;57141.31;16860.71;0;DEDU;FUNDEB;
Mucurici;ES;2019;10;8534.75;2826.04;0;FPE;FUNDEB;
Muniz Freire;ES;2019;10;7194.65;0;0;CIDE/Combustível;CIDE-Combustíveis;
Muniz Freire;ES;2019;10;39684.69;13140.48;0;FPM;FUNDEB;
Muniz Freire;ES;2019;10;8011.48;3216.82;0;IPI-EXP;FUNDEB;
Muniz Freire;ES;2019;10;0;0;0;COUN;FUNDEB;
Muniz Freire;ES;2019;10;0;0;0;LC 87;FUNDEB;
Muniz Freire;ES;2019;10;2167.8;89.14;0;ITR;FUNDEB;
Muniz Freire;ES;2019;10;7404.22;3311.76;0;IPVA;FUNDEB;
Muniz Freire;ES;2019;10;2244.4;702.26;0;ITCMD;FUNDEB;
Muniz Freire;ES;2019;10;201934.84;233491.37;0;ICMS;FUNDEB;
Muniz Freire;ES;2019;10;99959.97;32593.28;0;DEDU;FUNDEB;
Muniz Freire;ES;2019;10;30963.9;10252.84;0;FPE;FUNDEB;
Muniz Freire;ES;2019;10;4282.36;4758.46;0;CFM;Royalties;
Muniz Freire;ES;2019;10;9186.09;0;0;CFH;Royalties;
Muqui;ES;2019;10;6086.6;0;0;CIDE/Combustível;CIDE-Combustíveis;
Muqui;ES;2019;10;23607.12;7816.84;0;FPM;FUNDEB;
Muqui;ES;2019;10;4765.77;1913.58;0;IPI-EXP;FUNDEB;
Muqui;ES;2019;10;0;0;0;COUN;FUNDEB;
Muqui;ES;2019;10;0;0;0;LC 87;FUNDEB;
Muqui;ES;2019;10;1289.55;53.02;0;ITR;FUNDEB;
Muqui;ES;2019;10;4404.53;1970.06;0;IPVA;FUNDEB;
Muqui;ES;2019;10;1335.12;417.75;0;ITCMD;FUNDEB;
Muqui;ES;2019;10;120124.39;138896.33;0;ICMS;FUNDEB;
Muqui;ES;2019;10;83135.93;27186.41;0;DEDU;FUNDEB;
Muqui;ES;2019;10;18419.41;6099.07;0;FPE;FUNDEB;
Nova Venécia;ES;2019;10;15489.84;0;0;CIDE/Combustível;CIDE-Combustíveis;
Nova Venécia;ES;2019;10;106000.71;35099.18;0;FPM;FUNDEB;
Nova Venécia;ES;2019;10;21399.26;8592.37;0;IPI-EXP;FUNDEB;
Nova Venécia;ES;2019;10;0;0;0;COUN;FUNDEB;
Nova Venécia;ES;2019;10;0;0;0;LC 87;FUNDEB;
Nova Venécia;ES;2019;10;5790.36;238.09;0;ITR;FUNDEB;
Nova Venécia;ES;2019;10;19777.21;8845.95;0;IPVA;FUNDEB;
Nova Venécia;ES;2019;10;5994.95;1875.79;0;ITCMD;FUNDEB;
Nova Venécia;ES;2019;10;539382.66;623672.44;0;ICMS;FUNDEB;
Nova Venécia;ES;2019;10;205895.25;61252.34;0;DEDU;FUNDEB;
Nova Venécia;ES;2019;10;82706.84;27386.07;0;FPE;FUNDEB;
Nova Venécia;ES;2019;10;28960.16;47436.69;0;CFM;Royalties;
Pancas;ES;2019;10;7910.73;0;0;CIDE/Combustível;CIDE-Combustíveis;
Pancas;ES;2019;10;28629.03;9479.71;0;FPM;FUNDEB;
Pancas;ES;2019;10;5779.58;2320.66;0;IPI-EXP;FUNDEB;
Pancas;ES;2019;10;0;0;0;COUN;FUNDEB;
Pancas;ES;2019;10;0;0;0;LC 87;FUNDEB;
Pancas;ES;2019;10;1563.88;64.3;0;ITR;FUNDEB;
Pancas;ES;2019;10;5341.49;2389.14;0;IPVA;FUNDEB;
Pancas;ES;2019;10;1619.14;506.62;0;ITCMD;FUNDEB;
Pancas;ES;2019;10;145678.3;168443.57;0;ICMS;FUNDEB;
Pancas;ES;2019;10;99668.43;32616.21;0;DEDU;FUNDEB;
Pancas;ES;2019;10;22337.74;7396.52;0;FPE;FUNDEB;
Pancas;ES;2019;10;1212.72;1727.55;0;CFM;Royalties;
Pedro Canário;ES;2019;10;9108.19;0;0;CIDE/Combustível;CIDE-Combustíveis;
Pedro Canário;ES;2019;10;41545.94;13756.78;0;FPM;FUNDEB;
Pedro Canário;ES;2019;10;8387.23;3367.7;0;IPI-EXP;FUNDEB;
Pedro Canário;ES;2019;10;0;0;0;COUN;FUNDEB;
Pedro Canário;ES;2019;10;0;0;0;LC 87;FUNDEB;
Pedro Canário;ES;2019;10;2269.47;93.32;0;ITR;FUNDEB;
Pedro Canário;ES;2019;10;7751.48;3467.08;0;IPVA;FUNDEB;
Pedro Canário;ES;2019;10;2349.66;735.2;0;ITCMD;FUNDEB;
Pedro Canário;ES;2019;10;211405.78;244442.34;0;ICMS;FUNDEB;
Pedro Canário;ES;2019;10;127077.28;38467.79;0;DEDU;FUNDEB;
Pedro Canário;ES;2019;10;32416.14;10733.7;0;FPE;FUNDEB;
Pinheiros;ES;2019;10;9210.89;0;0;CIDE/Combustível;CIDE-Combustíveis;
Pinheiros;ES;2019;10;61947.14;20512.08;0;FPM;FUNDEB;
Pinheiros;ES;2019;10;12505.79;5021.41;0;IPI-EXP;FUNDEB;
Pinheiros;ES;2019;10;0;0;0;COUN;FUNDEB;
Pinheiros;ES;2019;10;0;0;0;LC 87;FUNDEB;
Pinheiros;ES;2019;10;3383.9;139.14;0;ITR;FUNDEB;
Pinheiros;ES;2019;10;11557.86;5169.6;0;IPVA;FUNDEB;
Pinheiros;ES;2019;10;3503.47;1096.22;0;ITCMD;FUNDEB;
Pinheiros;ES;2019;10;315216.86;364476.06;0;ICMS;FUNDEB;
Pinheiros;ES;2019;10;139659.03;39056.68;0;DEDU;FUNDEB;
Pinheiros;ES;2019;10;48334.13;16004.5;0;FPE;FUNDEB;
Pinheiros;ES;2019;10;551.93;258.57;0;CFM;Royalties;
Piúma;ES;2019;10;7687.73;0;0;CIDE/Combustível;CIDE-Combustíveis;
Piúma;ES;2019;10;51068.54;16909.93;0;FPM;FUNDEB;
Piúma;ES;2019;10;10309.64;4139.59;0;IPI-EXP;FUNDEB;
Piúma;ES;2019;10;0;0;0;COUN;FUNDEB;
Piúma;ES;2019;10;0;0;0;LC 87;FUNDEB;
Piúma;ES;2019;10;2789.65;114.71;0;ITR;FUNDEB;
Piúma;ES;2019;10;9528.18;4261.76;0;IPVA;FUNDEB;
Piúma;ES;2019;10;2888.23;903.71;0;ITCMD;FUNDEB;
Piúma;ES;2019;10;259861.34;300470.09;0;ICMS;FUNDEB;
Piúma;ES;2019;10;98978.5;32542.91;0;DEDU;FUNDEB;
Piúma;ES;2019;10;39846.13;13193.94;0;FPE;FUNDEB;
Piúma;ES;2019;10;0;16210.21;0;PEA;Royalties;
Ponto Belo;ES;2019;10;3462.88;0;0;CIDE/Combustível;CIDE-Combustíveis;
Ponto Belo;ES;2019;10;13416.18;4442.39;0;FPM;FUNDEB;
Ponto Belo;ES;2019;10;2708.44;1087.51;0;IPI-EXP;FUNDEB;
Ponto Belo;ES;2019;10;0;0;0;COUN;FUNDEB;
Ponto Belo;ES;2019;10;0;0;0;LC 87;FUNDEB;
Ponto Belo;ES;2019;10;732.87;30.13;0;ITR;FUNDEB;
Ponto Belo;ES;2019;10;2503.14;1119.6;0;IPVA;FUNDEB;
Ponto Belo;ES;2019;10;758.76;237.41;0;ITCMD;FUNDEB;
Ponto Belo;ES;2019;10;68267.97;78936.26;0;ICMS;FUNDEB;
Ponto Belo;ES;2019;10;51733.44;16582.25;0;DEDU;FUNDEB;
Ponto Belo;ES;2019;10;10467.94;3466.17;0;FPE;FUNDEB;
Presidente Kennedy;ES;2019;10;4763.04;0;0;CIDE/Combustível;CIDE-Combustíveis;
Presidente Kennedy;ES;2019;10;44865.04;14855.81;0;FPM;FUNDEB;
Presidente Kennedy;ES;2019;10;9057.28;3636.74;0;IPI-EXP;FUNDEB;
Presidente Kennedy;ES;2019;10;0;0;0;COUN;FUNDEB;
Presidente Kennedy;ES;2019;10;0;0;0;LC 87;FUNDEB;
Presidente Kennedy;ES;2019;10;2450.78;100.77;0;ITR;FUNDEB;
Presidente Kennedy;ES;2019;10;8370.75;3744.07;0;IPVA;FUNDEB;
Presidente Kennedy;ES;2019;10;2537.38;793.93;0;ITCMD;FUNDEB;
Presidente Kennedy;ES;2019;10;228294.94;263970.78;0;ICMS;FUNDEB;
Presidente Kennedy;ES;2019;10;71305.02;21984.66;0;DEDU;FUNDEB;
Presidente Kennedy;ES;2019;10;35005.86;11591.22;0;FPE;FUNDEB;
Presidente Kennedy;ES;2019;10;0;1485632.17;0;PEA;Royalties;
Rio Bananal;ES;2019;10;7378.2;0;0;CIDE/Combustível;CIDE-Combustíveis;
Rio Bananal;ES;2019;10;51085.85;16915.66;0;FPM;FUNDEB;
Rio Bananal;ES;2019;10;10313.13;4141;0;IPI-EXP;FUNDEB;
Rio Bananal;ES;2019;10;0;0;0;COUN;FUNDEB;
Rio Bananal;ES;2019;10;0;0;0;LC 87;FUNDEB;
Rio Bananal;ES;2019;10;2790.6;114.75;0;ITR;FUNDEB;
Rio Bananal;ES;2019;10;9531.4;4263.21;0;IPVA;FUNDEB;
Rio Bananal;ES;2019;10;2889.2;904.02;0;ITCMD;FUNDEB;
Rio Bananal;ES;2019;10;259949.41;300571.92;0;ICMS;FUNDEB;
Rio Bananal;ES;2019;10;101037.87;32703.72;0;DEDU;FUNDEB;
Rio Bananal;ES;2019;10;39859.63;13198.41;0;FPE;FUNDEB;
Rio Bananal;ES;2019;10;730.2;0;0;CFM;Royalties;
Rio Novo do Sul;ES;2019;10;4780.13;0;0;CIDE/Combustível;CIDE-Combustíveis;
Rio Novo do Sul;ES;2019;10;19271.52;6381.23;0;FPM;FUNDEB;
Rio Novo do Sul;ES;2019;10;3890.51;1562.14;0;IPI-EXP;FUNDEB;
Rio Novo do Sul;ES;2019;10;0;0;0;COUN;FUNDEB;
Rio Novo do Sul;ES;2019;10;0;0;0;LC 87;FUNDEB;
Rio Novo do Sul;ES;2019;10;1052.72;43.29;0;ITR;FUNDEB;
Rio Novo do Sul;ES;2019;10;3595.61;1608.24;0;IPVA;FUNDEB;
Rio Novo do Sul;ES;2019;10;1089.92;341.03;0;ITCMD;FUNDEB;
Rio Novo do Sul;ES;2019;10;98062.8;113387.16;0;ICMS;FUNDEB;
Rio Novo do Sul;ES;2019;10;66270.69;21733.17;0;DEDU;FUNDEB;
Rio Novo do Sul;ES;2019;10;15036.57;4978.94;0;FPE;FUNDEB;
Rio Novo do Sul;ES;2019;10;1643.02;2554.54;0;CFM;Royalties;
Santa Leopoldina;ES;2019;10;4869.8;0;0;CIDE/Combustível;CIDE-Combustíveis;
Santa Leopoldina;ES;2019;10;18267.67;6048.83;0;FPM;FUNDEB;
Santa Leopoldina;ES;2019;10;3687.85;1480.77;0;IPI-EXP;FUNDEB;
Santa Leopoldina;ES;2019;10;0;0;0;COUN;FUNDEB;
Santa Leopoldina;ES;2019;10;0;0;0;LC 87;FUNDEB;
Santa Leopoldina;ES;2019;10;997.88;41.03;0;ITR;FUNDEB;
Santa Leopoldina;ES;2019;10;3408.31;1524.47;0;IPVA;FUNDEB;
Santa Leopoldina;ES;2019;10;1033.15;323.26;0;ITCMD;FUNDEB;
Santa Leopoldina;ES;2019;10;92954.73;107480.84;0;ICMS;FUNDEB;
Santa Leopoldina;ES;2019;10;69222.51;21866.44;0;DEDU;FUNDEB;
Santa Leopoldina;ES;2019;10;14253.32;4719.59;0;FPE;FUNDEB;
Santa Leopoldina;ES;2019;10;2286.81;147579.27;0;CFM;Royalties;
Santa Leopoldina;ES;2019;10;16547.36;0;0;CFH;Royalties;
Santa Maria de Jetibá;ES;2019;10;12557.79;0;0;CIDE/Combustível;CIDE-Combustíveis;
Santa Maria de Jetibá;ES;2019;10;59270.43;19625.75;0;FPM;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;11965.42;4804.43;0;IPI-EXP;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;0;0;0;COUN;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;0;0;0;LC 87;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;3237.69;133.13;0;ITR;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;11058.45;4946.22;0;IPVA;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;3352.09;1048.85;0;ITCMD;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;301596.46;348727.19;0;ICMS;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;154918.41;49252.97;0;DEDU;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;46245.63;15312.95;0;FPE;FUNDEB;
Santa Maria de Jetibá;ES;2019;10;9084.17;0;0;CFH;Royalties;
Santa Teresa;ES;2019;10;8767.64;0;0;CIDE/Combustível;CIDE-Combustíveis;
Santa Teresa;ES;2019;10;46898.03;15528.99;0;FPM;FUNDEB;
Santa Teresa;ES;2019;10;9467.7;3801.53;0;IPI-EXP;FUNDEB;
Santa Teresa;ES;2019;10;0;0;0;COUN;FUNDEB;
Santa Teresa;ES;2019;10;0;0;0;LC 87;FUNDEB;
Santa Teresa;ES;2019;10;2561.84;105.34;0;ITR;FUNDEB;
