"ANO / MÊS","UF","NOME MUNICÍPIO","LINGUAGEM CIDADÃ","VALOR TRANSFERIDO"
2020-10-01,"SE","CAPELA","FPM - CF art. 159",1326468.9
2020-10-01,"SE","CARIRA","FPM - CF art. 159",994851.68
2020-10-01,"SE","CARMOPOLIS","FPM - CF art. 159",829043.06
2020-10-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",497425.85
2020-10-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",994851.68
2020-10-01,"SE","CUMBE","FPM - CF art. 159",497425.85
2020-10-01,"SE","DIVINA PASTORA","FPM - CF art. 159",497425.85
2020-10-01,"SE","ESTANCIA","FPM - CF art. 159",1989703.32
2020-10-01,"SE","FEIRA NOVA","FPM - CF art. 159",497425.85
2020-10-01,"SE","FREI PAULO","FPM - CF art. 159",829043.06
2020-10-01,"SE","GARARU","FPM - CF art. 159",663234.46
2020-10-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",497425.85
2020-10-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",497425.85
2020-10-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",497425.85
2020-10-01,"SE","INDIAROBA","FPM - CF art. 159",994851.68
2020-10-01,"SE","ITABAIANA","FPM - CF art. 159",2487129.15
2020-10-01,"SE","ITABAIANINHA","FPM - CF art. 159",1492277.49
2020-10-01,"SE","ITABI","FPM - CF art. 159",497425.85
2020-10-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",1326468.9
2020-10-01,"SE","JAPARATUBA","FPM - CF art. 159",994851.68
2020-10-01,"SE","JAPOATA","FPM - CF art. 159",663234.46
2020-10-01,"SE","LAGARTO","FPM - CF art. 159",2652937.75
2020-10-01,"SE","LARANJEIRAS","FPM - CF art. 159",1160660.28
2020-10-01,"SE","MACAMBIRA","FPM - CF art. 159",497425.85
2020-10-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",497425.85
2020-10-01,"SE","MALHADOR","FPM - CF art. 159",663234.46
2020-10-01,"SE","MARUIM","FPM - CF art. 159",994851.68
2020-10-01,"SE","MOITA BONITA","FPM - CF art. 159",663234.46
2020-10-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",829043.06
2020-10-01,"SE","MURIBECA","FPM - CF art. 159",497425.85
2020-10-01,"SE","NEOPOLIS","FPM - CF art. 159",994851.68
2020-10-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",497425.85
2020-10-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",1326468.9
2020-10-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",1160660.28
2020-10-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",497425.85
2020-10-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",5304391.37
2020-10-01,"SE","PACATUBA","FPM - CF art. 159",829043.06
2020-10-01,"SE","PEDRA MOLE","FPM - CF art. 159",497425.85
2020-10-01,"SE","PEDRINHAS","FPM - CF art. 159",497425.85
2020-10-01,"SE","PINHAO","FPM - CF art. 159",497425.85
2020-10-01,"SE","PIRAMBU","FPM - CF art. 159",497425.85
2020-10-01,"SE","POCO REDONDO","FPM - CF art. 159",1326468.9
2020-10-01,"SE","POCO VERDE","FPM - CF art. 159",994851.68
2020-10-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",1160660.28
2020-10-01,"SE","PROPRIA","FPM - CF art. 159",1160660.28
2020-10-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",994851.68
2020-10-01,"SE","RIACHUELO","FPM - CF art. 159",663234.46
2020-10-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",994851.68
2020-10-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",663234.46
2020-10-01,"SE","SALGADO","FPM - CF art. 159",994851.68
2020-10-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",829043.06
2020-10-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",497425.85
2020-10-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",497425.85
2020-10-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",663234.46
2020-10-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",2321320.53
2020-10-01,"SE","SAO DOMINGOS","FPM - CF art. 159",663234.46
2020-10-01,"SE","SAO FRANCISCO","FPM - CF art. 159",497425.85
2020-10-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",497425.85
2020-10-01,"SE","SIMAO DIAS","FPM - CF art. 159",1492277.49
2020-10-01,"SE","SIRIRI","FPM - CF art. 159",497425.85
2020-10-01,"SE","TELHA","FPM - CF art. 159",497425.85
2020-10-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",1823894.71
2020-10-01,"SE","TOMAR DO GERU","FPM - CF art. 159",663234.46
2020-10-01,"SE","UMBAUBA","FPM - CF art. 159",1160660.06
2020-11-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",659300.27
2020-11-01,"SE","AQUIDABA","FPM - CF art. 159",1318600.53
2020-11-01,"SE","ARACAJU","FPM - CF art. 159",24501064.09
2020-11-01,"SE","ARAUA","FPM - CF art. 159",879067.03
2020-11-01,"SE","AREIA BRANCA","FPM - CF art. 159",1318600.53
2020-11-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",1538367.29
2020-11-01,"SE","BOQUIM","FPM - CF art. 159",1538367.29
2020-11-01,"SE","BREJO GRANDE","FPM - CF art. 159",659300.27
2020-11-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",1318600.53
2020-11-01,"SE","CANHOBA","FPM - CF art. 159",659300.27
2020-11-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",1538367.29
2020-11-01,"SE","CAPELA","FPM - CF art. 159",1758134.03
2020-11-01,"SE","CARIRA","FPM - CF art. 159",1318600.53
2020-11-01,"SE","CARMOPOLIS","FPM - CF art. 159",1098833.77
2020-11-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",659300.27
2020-11-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",1318600.53
2020-11-01,"SE","CUMBE","FPM - CF art. 159",659300.27
2020-11-01,"SE","DIVINA PASTORA","FPM - CF art. 159",659300.27
2020-11-01,"SE","ESTANCIA","FPM - CF art. 159",2637201.06
2020-11-01,"SE","FEIRA NOVA","FPM - CF art. 159",659300.27
2020-11-01,"SE","FREI PAULO","FPM - CF art. 159",1098833.77
2020-11-01,"SE","GARARU","FPM - CF art. 159",879067.03
2020-11-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",659300.27
2020-11-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",659300.27
2020-11-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",659300.27
2020-11-01,"SE","INDIAROBA","FPM - CF art. 159",1318600.53
2020-11-01,"SE","ITABAIANA","FPM - CF art. 159",3296501.29
2020-11-01,"SE","ITABAIANINHA","FPM - CF art. 159",1977900.78
2020-11-01,"SE","ITABI","FPM - CF art. 159",659300.27
2020-11-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",1758134.03
2020-11-01,"SE","JAPARATUBA","FPM - CF art. 159",1318600.53
2020-11-01,"SE","JAPOATA","FPM - CF art. 159",879067.03
2020-11-01,"SE","LAGARTO","FPM - CF art. 159",3516268.06
2020-11-01,"SE","LARANJEIRAS","FPM - CF art. 159",1538367.29
2020-11-01,"SE","MACAMBIRA","FPM - CF art. 159",659300.27
2020-11-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",659300.27
2020-11-01,"SE","MALHADOR","FPM - CF art. 159",879067.03
2020-11-01,"SE","MARUIM","FPM - CF art. 159",1318600.53
2020-11-01,"SE","MOITA BONITA","FPM - CF art. 159",879067.03
2020-11-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",1098833.77
2020-11-01,"SE","MURIBECA","FPM - CF art. 159",659300.27
2020-11-01,"SE","NEOPOLIS","FPM - CF art. 159",1318600.53
2020-11-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",659300.27
2020-11-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",1758134.03
2020-11-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",1538367.29
2020-11-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",659300.27
2020-11-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",7030569.02
2020-11-01,"SE","PACATUBA","FPM - CF art. 159",1098833.77
2020-11-01,"SE","PEDRA MOLE","FPM - CF art. 159",659300.27
2020-11-01,"SE","PEDRINHAS","FPM - CF art. 159",659300.27
2020-11-01,"SE","PINHAO","FPM - CF art. 159",659300.27
2020-11-01,"SE","PIRAMBU","FPM - CF art. 159",659300.27
2020-11-01,"SE","POCO REDONDO","FPM - CF art. 159",1758134.03
2020-11-01,"SE","POCO VERDE","FPM - CF art. 159",1318600.53
2020-11-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",1538367.29
2020-11-01,"SE","PROPRIA","FPM - CF art. 159",1538367.29
2020-11-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",1318600.53
2020-11-01,"SE","RIACHUELO","FPM - CF art. 159",879067.03
2020-11-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",1318600.53
2020-11-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",879067.03
2020-11-01,"SE","SALGADO","FPM - CF art. 159",1318600.53
2020-11-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",1098833.77
2020-11-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",659300.27
2020-11-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",659300.27
2020-11-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",879067.03
2020-11-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",3076734.55
2020-11-01,"SE","SAO DOMINGOS","FPM - CF art. 159",879067.03
2020-11-01,"SE","SAO FRANCISCO","FPM - CF art. 159",659300.27
2020-11-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",659300.27
2020-11-01,"SE","SIMAO DIAS","FPM - CF art. 159",1977900.78
2020-11-01,"SE","SIRIRI","FPM - CF art. 159",659300.27
2020-11-01,"SE","TELHA","FPM - CF art. 159",659300.27
2020-11-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",2417434.28
2020-11-01,"SE","TOMAR DO GERU","FPM - CF art. 159",879067.03
2020-11-01,"SE","UMBAUBA","FPM - CF art. 159",1538367.31
2020-12-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",1056082.39
2020-12-01,"SE","AQUIDABA","FPM - CF art. 159",2112164.75
2020-12-01,"SE","ARACAJU","FPM - CF art. 159",39246370.01
2020-12-01,"SE","ARAUA","FPM - CF art. 159",1408109.84
2020-12-01,"SE","AREIA BRANCA","FPM - CF art. 159",2112164.75
2020-12-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",2464192.22
2020-12-01,"SE","BOQUIM","FPM - CF art. 159",2464192.22
2020-12-01,"SE","BREJO GRANDE","FPM - CF art. 159",1056082.39
2020-12-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",2112164.75
2020-12-01,"SE","CANHOBA","FPM - CF art. 159",1056082.39
2020-12-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",2464192.22
2020-12-01,"SE","CAPELA","FPM - CF art. 159",2816219.67
2020-12-01,"SE","CARIRA","FPM - CF art. 159",2112164.75
2020-12-01,"SE","CARMOPOLIS","FPM - CF art. 159",1760137.31
2020-12-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",1056082.39
2020-12-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",2112164.75
2020-12-01,"SE","CUMBE","FPM - CF art. 159",1056082.39
2020-12-01,"SE","DIVINA PASTORA","FPM - CF art. 159",1056082.39
2020-12-01,"SE","ESTANCIA","FPM - CF art. 159",4224329.48
2020-12-01,"SE","FEIRA NOVA","FPM - CF art. 159",1056082.39
2020-12-01,"SE","FREI PAULO","FPM - CF art. 159",1760137.31
2020-12-01,"SE","GARARU","FPM - CF art. 159",1408109.84
2020-12-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",1056082.39
2020-12-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",1056082.39
2020-12-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",1056082.39
2020-12-01,"SE","INDIAROBA","FPM - CF art. 159",2112164.75
2020-12-01,"SE","ITABAIANA","FPM - CF art. 159",5280411.85
2020-12-01,"SE","ITABAIANINHA","FPM - CF art. 159",3168247.11
2020-12-01,"SE","ITABI","FPM - CF art. 159",1056082.39
2020-12-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",2816219.67
2020-12-01,"SE","JAPARATUBA","FPM - CF art. 159",2112164.75
2020-12-01,"SE","JAPOATA","FPM - CF art. 159",1408109.84
2020-12-01,"SE","LAGARTO","FPM - CF art. 159",5632439.32
2020-12-01,"SE","LARANJEIRAS","FPM - CF art. 159",2464192.22
2020-12-01,"SE","MACAMBIRA","FPM - CF art. 159",1056082.39
2020-12-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",1056082.39
2020-12-01,"SE","MALHADOR","FPM - CF art. 159",1408109.84
2020-12-01,"SE","MARUIM","FPM - CF art. 159",2112164.75
2020-12-01,"SE","MOITA BONITA","FPM - CF art. 159",1408109.84
2020-12-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",1760137.31
2020-12-01,"SE","MURIBECA","FPM - CF art. 159",1056082.39
2020-12-01,"SE","NEOPOLIS","FPM - CF art. 159",2112164.75
2020-12-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",1056082.39
2020-12-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",2816219.67
2020-12-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",2464192.22
2020-12-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",1056082.39
2020-12-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",11261727.75
2020-12-01,"SE","PACATUBA","FPM - CF art. 159",1760137.31
2020-12-01,"SE","PEDRA MOLE","FPM - CF art. 159",1056082.39
2020-12-01,"SE","PEDRINHAS","FPM - CF art. 159",1056082.39
2020-12-01,"SE","PINHAO","FPM - CF art. 159",1056082.39
2020-12-01,"SE","PIRAMBU","FPM - CF art. 159",1056082.39
2020-12-01,"SE","POCO REDONDO","FPM - CF art. 159",2816219.67
2020-12-01,"SE","POCO VERDE","FPM - CF art. 159",2112164.75
2020-12-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",2464192.22
2020-12-01,"SE","PROPRIA","FPM - CF art. 159",2464192.22
2020-12-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",2112164.75
2020-12-01,"SE","RIACHUELO","FPM - CF art. 159",1408109.84
2020-12-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",2112164.75
2020-12-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",1408109.84
2020-12-01,"SE","SALGADO","FPM - CF art. 159",2112164.75
2020-12-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",1760137.31
2020-12-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",1056082.39
2020-12-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",1056082.39
2020-12-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",1408109.84
2020-12-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",4928384.41
2020-12-01,"SE","SAO DOMINGOS","FPM - CF art. 159",1408109.84
2020-12-01,"SE","SAO FRANCISCO","FPM - CF art. 159",1056082.39
2020-12-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",1056082.39
2020-12-01,"SE","SIMAO DIAS","FPM - CF art. 159",3168247.11
2020-12-01,"SE","SIRIRI","FPM - CF art. 159",1056082.39
2020-12-01,"SE","TELHA","FPM - CF art. 159",1056082.39
2020-12-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",3872302.05
2020-12-01,"SE","TOMAR DO GERU","FPM - CF art. 159",1408109.84
2020-12-01,"SE","UMBAUBA","FPM - CF art. 159",2464192.19
2021-01-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",715024.55
2021-01-01,"SE","AQUIDABA","FPM - CF art. 159",1430049.07
2021-01-01,"SE","ARACAJU","FPM - CF art. 159",26540147.58
2021-01-01,"SE","ARAUA","FPM - CF art. 159",953366.07
2021-01-01,"SE","AREIA BRANCA","FPM - CF art. 159",1430049.07
2021-01-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",1906732.08
2021-01-01,"SE","BOQUIM","FPM - CF art. 159",1668390.57
2021-01-01,"SE","BREJO GRANDE","FPM - CF art. 159",715024.55
2021-01-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",1430049.07
2021-01-01,"SE","CANHOBA","FPM - CF art. 159",715024.55
2021-01-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",1668390.57
2021-01-01,"SE","CAPELA","FPM - CF art. 159",1906732.08
2021-01-01,"SE","CARIRA","FPM - CF art. 159",1430049.07
2021-01-01,"SE","CARMOPOLIS","FPM - CF art. 159",1191707.55
2021-01-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",715024.55
2021-01-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",1430049.07
2021-01-01,"SE","CUMBE","FPM - CF art. 159",715024.55
2021-01-01,"SE","DIVINA PASTORA","FPM - CF art. 159",715024.55
2021-01-01,"SE","ESTANCIA","FPM - CF art. 159",2860098.13
2021-01-01,"SE","FEIRA NOVA","FPM - CF art. 159",715024.55
2021-01-01,"SE","FREI PAULO","FPM - CF art. 159",1191707.55
2021-01-01,"SE","GARARU","FPM - CF art. 159",953366.07
2021-01-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",715024.55
2021-01-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",715024.55
2021-01-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",715024.55
2021-01-01,"SE","INDIAROBA","FPM - CF art. 159",1430049.07
2021-01-01,"SE","ITABAIANA","FPM - CF art. 159",3575122.63
2021-01-01,"SE","ITABAIANINHA","FPM - CF art. 159",2145073.61
2021-01-01,"SE","ITABI","FPM - CF art. 159",715024.55
2021-01-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",1906732.08
2021-01-01,"SE","JAPARATUBA","FPM - CF art. 159",1430049.07
2021-01-01,"SE","JAPOATA","FPM - CF art. 159",953366.07
2021-01-01,"SE","LAGARTO","FPM - CF art. 159",3813464.14
2021-01-01,"SE","LARANJEIRAS","FPM - CF art. 159",1668390.57
2021-01-01,"SE","MACAMBIRA","FPM - CF art. 159",715024.55
2021-01-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",715024.55
2021-01-01,"SE","MALHADOR","FPM - CF art. 159",953366.07
2021-01-01,"SE","MARUIM","FPM - CF art. 159",1430049.07
2021-01-01,"SE","MOITA BONITA","FPM - CF art. 159",953366.07
2021-01-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",1191707.55
2021-01-01,"SE","MURIBECA","FPM - CF art. 159",715024.55
2021-01-01,"SE","NEOPOLIS","FPM - CF art. 159",1430049.07
2021-01-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",715024.55
2021-01-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",1906732.08
2021-01-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",1668390.57
2021-01-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",715024.55
2021-01-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",7615143.5
2021-01-01,"SE","PACATUBA","FPM - CF art. 159",1191707.55
2021-01-01,"SE","PEDRA MOLE","FPM - CF art. 159",715024.55
2021-01-01,"SE","PEDRINHAS","FPM - CF art. 159",715024.55
2021-01-01,"SE","PINHAO","FPM - CF art. 159",715024.55
2021-01-01,"SE","PIRAMBU","FPM - CF art. 159",715024.55
2021-01-01,"SE","POCO REDONDO","FPM - CF art. 159",1906732.08
2021-01-01,"SE","POCO VERDE","FPM - CF art. 159",1668390.57
2021-01-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",1668390.57
2021-01-01,"SE","PROPRIA","FPM - CF art. 159",1668390.57
2021-01-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",1430049.07
2021-01-01,"SE","RIACHUELO","FPM - CF art. 159",953366.07
2021-01-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",1430049.07
2021-01-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",953366.07
2021-01-01,"SE","SALGADO","FPM - CF art. 159",1430049.07
2021-01-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",1191707.55
2021-01-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",715024.55
2021-01-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",715024.55
2021-01-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",953366.07
2021-01-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",3336781.15
2021-01-01,"SE","SAO DOMINGOS","FPM - CF art. 159",953366.07
2021-01-01,"SE","SAO FRANCISCO","FPM - CF art. 159",715024.55
2021-01-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",715024.55
2021-01-01,"SE","SIMAO DIAS","FPM - CF art. 159",2145073.61
2021-01-01,"SE","SIRIRI","FPM - CF art. 159",715024.55
2021-01-01,"SE","TELHA","FPM - CF art. 159",715024.55
2021-01-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",2621756.62
2021-01-01,"SE","TOMAR DO GERU","FPM - CF art. 159",953366.07
2021-01-01,"SE","UMBAUBA","FPM - CF art. 159",1668390.41
2021-02-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",937215.87
2021-02-01,"SE","AQUIDABA","FPM - CF art. 159",1874431.74
2021-02-01,"SE","ARACAJU","FPM - CF art. 159",34787404.27
2021-02-01,"SE","ARAUA","FPM - CF art. 159",1249621.17
2021-02-01,"SE","AREIA BRANCA","FPM - CF art. 159",1874431.74
2021-02-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",2499242.31
2021-02-01,"SE","BOQUIM","FPM - CF art. 159",2186837.03
2021-02-01,"SE","BREJO GRANDE","FPM - CF art. 159",937215.87
2021-02-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",1874431.74
2021-02-01,"SE","CANHOBA","FPM - CF art. 159",937215.87
2021-02-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",2186837.03
2021-02-01,"SE","CAPELA","FPM - CF art. 159",2499242.31
2021-02-01,"SE","CARIRA","FPM - CF art. 159",1874431.74
2021-02-01,"SE","CARMOPOLIS","FPM - CF art. 159",1562026.44
2021-02-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",937215.87
2021-02-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",1874431.74
2021-02-01,"SE","CUMBE","FPM - CF art. 159",937215.87
2021-02-01,"SE","DIVINA PASTORA","FPM - CF art. 159",937215.87
2021-02-01,"SE","ESTANCIA","FPM - CF art. 159",3748863.44
2021-02-01,"SE","FEIRA NOVA","FPM - CF art. 159",937215.87
2021-02-01,"SE","FREI PAULO","FPM - CF art. 159",1562026.44
2021-02-01,"SE","GARARU","FPM - CF art. 159",1249621.17
2021-02-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",937215.87
2021-02-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",937215.87
2021-02-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",937215.87
2021-02-01,"SE","INDIAROBA","FPM - CF art. 159",1874431.74
2021-02-01,"SE","ITABAIANA","FPM - CF art. 159",4686079.3
2021-02-01,"SE","ITABAIANINHA","FPM - CF art. 159",2811647.6
2021-02-01,"SE","ITABI","FPM - CF art. 159",937215.87
2021-02-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",2499242.31
2021-02-01,"SE","JAPARATUBA","FPM - CF art. 159",1874431.74
2021-02-01,"SE","JAPOATA","FPM - CF art. 159",1249621.17
2021-02-01,"SE","LAGARTO","FPM - CF art. 159",4998484.6
2021-02-01,"SE","LARANJEIRAS","FPM - CF art. 159",2186837.03
2021-02-01,"SE","MACAMBIRA","FPM - CF art. 159",937215.87
2021-02-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",937215.87
2021-02-01,"SE","MALHADOR","FPM - CF art. 159",1249621.17
2021-02-01,"SE","MARUIM","FPM - CF art. 159",1874431.74
2021-02-01,"SE","MOITA BONITA","FPM - CF art. 159",1249621.17
2021-02-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",1562026.44
2021-02-01,"SE","MURIBECA","FPM - CF art. 159",937215.87
2021-02-01,"SE","NEOPOLIS","FPM - CF art. 159",1874431.74
2021-02-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",937215.87
2021-02-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",2499242.31
2021-02-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",2186837.03
2021-02-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",937215.87
2021-02-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",9981522.27
2021-02-01,"SE","PACATUBA","FPM - CF art. 159",1562026.44
2021-02-01,"SE","PEDRA MOLE","FPM - CF art. 159",937215.87
2021-02-01,"SE","PEDRINHAS","FPM - CF art. 159",937215.87
2021-02-01,"SE","PINHAO","FPM - CF art. 159",937215.87
2021-02-01,"SE","PIRAMBU","FPM - CF art. 159",937215.87
2021-02-01,"SE","POCO REDONDO","FPM - CF art. 159",2499242.31
2021-02-01,"SE","POCO VERDE","FPM - CF art. 159",2186837.03
2021-02-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",2186837.03
2021-02-01,"SE","PROPRIA","FPM - CF art. 159",2186837.03
2021-02-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",1874431.74
2021-02-01,"SE","RIACHUELO","FPM - CF art. 159",1249621.17
2021-02-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",1874431.74
2021-02-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",1249621.17
2021-02-01,"SE","SALGADO","FPM - CF art. 159",1874431.74
2021-02-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",1562026.44
2021-02-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",937215.87
2021-02-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",937215.87
2021-02-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",1249621.17
2021-02-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",4373674.04
2021-02-01,"SE","SAO DOMINGOS","FPM - CF art. 159",1249621.17
2021-02-01,"SE","SAO FRANCISCO","FPM - CF art. 159",937215.87
2021-02-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",937215.87
2021-02-01,"SE","SIMAO DIAS","FPM - CF art. 159",2811647.6
2021-02-01,"SE","SIRIRI","FPM - CF art. 159",937215.87
2021-02-01,"SE","TELHA","FPM - CF art. 159",937215.87
2021-02-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",3436458.16
2021-02-01,"SE","TOMAR DO GERU","FPM - CF art. 159",1249621.17
2021-02-01,"SE","UMBAUBA","FPM - CF art. 159",2186837.26
