"Mês","Município","Item transferência","Transferência","1º Decêndio","2º Decêndio","3º Decêndio","Valor total"
2023-02-01,"Lagarto","FPM","FPM",5250202.43,505412.36,1253232.52,7008847.31
2023-02-01,"Laranjeiras","FPM","FPM",2296963.56,221117.9,548289.24,3066370.7
2023-02-01,"Macambira","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Malhada dos Bois","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Malhador","FPM","FPM",1312550.61,126353.09,313308.14,1752211.84
2023-02-01,"Maruim","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Moita Bonita","FPM","FPM",1312550.61,126353.09,313308.14,1752211.84
2023-02-01,"Monte Alegre de Sergipe","FPM","FPM",1640688.27,157941.36,391635.17,2190264.8
2023-02-01,"Muribeca","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Neópolis","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Nossa Senhora Aparecida","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Nossa Senhora da Glória","FPM","FPM",2953238.87,284294.45,704943.29,3942476.61
2023-02-01,"Nossa Senhora das Dores","FPM","FPM",2296963.56,221117.9,548289.24,3066370.7
2023-02-01,"Nossa Senhora de Lourdes","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Nossa Senhora do Socorro","FPM","FPM",10554355.22,1016018.26,2519343.09,14089716.57
2023-02-01,"Pacatuba","FPM","FPM",1640688.27,157941.36,391635.17,2190264.8
2023-02-01,"Pedra Mole","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Pedrinhas","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Pinhão","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Pirambu","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Porto da Folha","FPM","FPM",2296963.56,221117.9,548289.24,3066370.7
2023-02-01,"Poço Redondo","FPM","FPM",2625101.22,252706.18,626616.26,3504423.66
2023-02-01,"Poço Verde","FPM","FPM",2296963.56,221117.9,548289.24,3066370.7
2023-02-01,"Propriá","FPM","FPM",2296963.56,221117.9,548289.24,3066370.7
2023-02-01,"Riachuelo","FPM","FPM",1312550.61,126353.09,313308.14,1752211.84
2023-02-01,"Riachão do Dantas","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Ribeirópolis","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Rosário do Catete","FPM","FPM",1312550.61,126353.09,313308.14,1752211.84
2023-02-01,"Salgado","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Santa Luzia do Itanhy","FPM","FPM",1640688.27,157941.36,391635.17,2190264.8
2023-02-01,"Santa Rosa de Lima","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Santana do São Francisco","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Santo Amaro das Brotas","FPM","FPM",1312550.61,126353.09,313308.14,1752211.84
2023-02-01,"Simão Dias","FPM","FPM",2953238.87,284294.45,704943.29,3942476.61
2023-02-01,"Siriri","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"São Cristóvão","FPM","FPM",4922064.77,473824.08,1174905.48,6570794.33
2023-02-01,"São Domingos","FPM","FPM",1312550.61,126353.09,313308.14,1752211.84
2023-02-01,"São Francisco","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"São Miguel do Aleixo","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Telha","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Tobias Barreto","FPM","FPM",3609514.17,347470.99,861597.36,4818582.52
2023-02-01,"Tomar do Geru","FPM","FPM",1312550.61,126353.09,313308.14,1752211.84
2023-02-01,"Umbaúba","FPM","FPM",2296963.58,221118.11,548289.21,3066370.9
2023-03-01,"Amparo do São Francisco","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Aquidabã","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Aracaju","FPM","FPM",15590555.65,3436735.81,0,19027291.46
2023-03-01,"Arauá","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"Areia Branca","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Barra dos Coqueiros","FPM","FPM",1099000.03,242260.31,0,1341260.34
2023-03-01,"Boquim","FPM","FPM",961625.02,211977.78,0,1173602.8
2023-03-01,"Brejo Grande","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Campo do Brito","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Canhoba","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Canindé de São Francisco","FPM","FPM",1099000.03,242260.31,0,1341260.34
2023-03-01,"Capela","FPM","FPM",1099000.03,242260.31,0,1341260.34
2023-03-01,"Carira","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Carmópolis","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Cedro de São João","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Cristinápolis","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Cumbe","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Divina Pastora","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Estância","FPM","FPM",1648500.04,363390.46,0,2011890.5
2023-03-01,"Feira Nova","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Frei Paulo","FPM","FPM",686875.03,151412.7,0,838287.73
2023-03-01,"Gararu","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"General Maynard","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Graccho Cardoso","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Ilha das Flores","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Indiaroba","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Itabaiana","FPM","FPM",2060625.05,454238.08,0,2514863.13
2023-03-01,"Itabaianinha","FPM","FPM",1236375.04,272542.85,0,1508917.89
2023-03-01,"Itabi","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Itaporanga D'Ajuda","FPM","FPM",1099000.03,242260.31,0,1341260.34
2023-03-01,"Japaratuba","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Japoatã","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"Lagarto","FPM","FPM",2198000.04,484520.61,0,2682520.65
2023-03-01,"Laranjeiras","FPM","FPM",961625.02,211977.78,0,1173602.8
2023-03-01,"Macambira","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Malhada dos Bois","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Malhador","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"Maruim","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Moita Bonita","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"Monte Alegre de Sergipe","FPM","FPM",686875.03,151412.7,0,838287.73
2023-03-01,"Muribeca","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Neópolis","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Nossa Senhora Aparecida","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Nossa Senhora da Glória","FPM","FPM",1236375.04,272542.85,0,1508917.89
2023-03-01,"Nossa Senhora das Dores","FPM","FPM",961625.02,211977.78,0,1173602.8
2023-03-01,"Nossa Senhora de Lourdes","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Nossa Senhora do Socorro","FPM","FPM",4406647.07,971388.21,0,5378035.28
2023-03-01,"Pacatuba","FPM","FPM",686875.03,151412.7,0,838287.73
2023-03-01,"Pedra Mole","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Pedrinhas","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Pinhão","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Pirambu","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Porto da Folha","FPM","FPM",961625.02,211977.78,0,1173602.8
2023-03-01,"Poço Redondo","FPM","FPM",1099000.03,242260.31,0,1341260.34
2023-03-01,"Poço Verde","FPM","FPM",961625.02,211977.78,0,1173602.8
2023-03-01,"Propriá","FPM","FPM",961625.02,211977.78,0,1173602.8
2023-03-01,"Riachuelo","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"Riachão do Dantas","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Ribeirópolis","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Rosário do Catete","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"Salgado","FPM","FPM",824250.03,181695.23,0,1005945.26
2023-03-01,"Santa Luzia do Itanhy","FPM","FPM",686875.03,151412.7,0,838287.73
2023-03-01,"Santa Rosa de Lima","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Santana do São Francisco","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Santo Amaro das Brotas","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"Simão Dias","FPM","FPM",1236375.04,272542.85,0,1508917.89
2023-03-01,"Siriri","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"São Cristóvão","FPM","FPM",2060625.05,454238.08,0,2514863.13
2023-03-01,"São Domingos","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"São Francisco","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"São Miguel do Aleixo","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Telha","FPM","FPM",412125.01,90847.63,0,502972.64
2023-03-01,"Tobias Barreto","FPM","FPM",1511125.03,333107.92,0,1844232.95
2023-03-01,"Tomar do Geru","FPM","FPM",549500.01,121130.16,0,670630.17
2023-03-01,"Umbaúba","FPM","FPM",961625.06,211977.68,0,1173602.74
2023-03-01,"Amparo do São Francisco","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Aquidabã","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Aracaju","FPM","FPM",15590555.65,3436735.81,11385167.99,30412459.45
2023-03-01,"Arauá","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"Areia Branca","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Barra dos Coqueiros","FPM","FPM",1099000.03,242260.31,802556.39,2143816.73
2023-03-01,"Boquim","FPM","FPM",961625.02,211977.78,702236.84,1875839.64
2023-03-01,"Brejo Grande","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Campo do Brito","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Canhoba","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Canindé de São Francisco","FPM","FPM",1099000.03,242260.31,802556.39,2143816.73
2023-03-01,"Capela","FPM","FPM",1099000.03,242260.31,802556.39,2143816.73
2023-03-01,"Carira","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Carmópolis","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Cedro de São João","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Cristinápolis","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Cumbe","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Divina Pastora","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Estância","FPM","FPM",1648500.04,363390.46,1203834.57,3215725.07
2023-03-01,"Feira Nova","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Frei Paulo","FPM","FPM",686875.03,151412.7,501597.75,1339885.48
2023-03-01,"Gararu","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"General Maynard","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Graccho Cardoso","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Ilha das Flores","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Indiaroba","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Itabaiana","FPM","FPM",2060625.05,454238.08,1504793.22,4019656.35
2023-03-01,"Itabaianinha","FPM","FPM",1236375.04,272542.85,902875.93,2411793.82
2023-03-01,"Itabi","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Itaporanga D'Ajuda","FPM","FPM",1099000.03,242260.31,802556.39,2143816.73
2023-03-01,"Japaratuba","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Japoatã","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"Lagarto","FPM","FPM",2198000.04,484520.61,1605112.77,4287633.42
2023-03-01,"Laranjeiras","FPM","FPM",961625.02,211977.78,702236.84,1875839.64
2023-03-01,"Macambira","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Malhada dos Bois","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Malhador","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"Maruim","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Moita Bonita","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"Monte Alegre de Sergipe","FPM","FPM",686875.03,151412.7,501597.75,1339885.48
2023-03-01,"Muribeca","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Neópolis","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Nossa Senhora Aparecida","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Nossa Senhora da Glória","FPM","FPM",1236375.04,272542.85,902875.93,2411793.82
2023-03-01,"Nossa Senhora das Dores","FPM","FPM",961625.02,211977.78,702236.84,1875839.64
2023-03-01,"Nossa Senhora de Lourdes","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Nossa Senhora do Socorro","FPM","FPM",4406647.07,971388.21,3218000.59,8596035.87
2023-03-01,"Pacatuba","FPM","FPM",686875.03,151412.7,501597.75,1339885.48
2023-03-01,"Pedra Mole","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Pedrinhas","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Pinhão","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Pirambu","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Porto da Folha","FPM","FPM",961625.02,211977.78,702236.84,1875839.64
2023-03-01,"Poço Redondo","FPM","FPM",1099000.03,242260.31,802556.39,2143816.73
2023-03-01,"Poço Verde","FPM","FPM",961625.02,211977.78,702236.84,1875839.64
2023-03-01,"Propriá","FPM","FPM",961625.02,211977.78,702236.84,1875839.64
2023-03-01,"Riachuelo","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"Riachão do Dantas","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Ribeirópolis","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Rosário do Catete","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"Salgado","FPM","FPM",824250.03,181695.23,601917.29,1607862.55
2023-03-01,"Santa Luzia do Itanhy","FPM","FPM",686875.03,151412.7,501597.75,1339885.48
2023-03-01,"Santa Rosa de Lima","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Santana do São Francisco","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Santo Amaro das Brotas","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"Simão Dias","FPM","FPM",1236375.04,272542.85,902875.93,2411793.82
2023-03-01,"Siriri","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"São Cristóvão","FPM","FPM",2060625.05,454238.08,1504793.22,4019656.35
2023-03-01,"São Domingos","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"São Francisco","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"São Miguel do Aleixo","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Telha","FPM","FPM",412125.01,90847.63,300958.66,803931.3
2023-03-01,"Tobias Barreto","FPM","FPM",1511125.03,333107.92,1103515.02,2947747.97
2023-03-01,"Tomar do Geru","FPM","FPM",549500.01,121130.16,401278.19,1071908.36
2023-03-01,"Umbaúba","FPM","FPM",961625.06,211977.68,702236.74,1875839.48
2023-04-01,"Amparo do São Francisco","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Aquidabã","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Aracaju","FPM","FPM",16816367.48,4317451.89,13637112.61,34770931.98
2023-04-01,"Arauá","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"Areia Branca","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Barra dos Coqueiros","FPM","FPM",1185409.22,304343.21,961299.1,2451051.53
2023-04-01,"Boquim","FPM","FPM",1037233.07,266300.31,841136.72,2144670.1
2023-04-01,"Brejo Grande","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Campo do Brito","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Canhoba","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Canindé de São Francisco","FPM","FPM",1185409.22,304343.21,961299.1,2451051.53
2023-04-01,"Capela","FPM","FPM",1185409.22,304343.21,961299.1,2451051.53
2023-04-01,"Carira","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Carmópolis","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Cedro de São João","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Cristinápolis","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Cumbe","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Divina Pastora","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Estância","FPM","FPM",1778113.82,456514.81,1441948.65,3676577.28
2023-04-01,"Feira Nova","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Frei Paulo","FPM","FPM",740880.76,190214.52,600811.95,1531907.23
2023-04-01,"Gararu","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"General Maynard","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Graccho Cardoso","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Ilha das Flores","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Indiaroba","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Itabaiana","FPM","FPM",2222642.27,570643.53,1802435.82,4595721.62
2023-04-01,"Itabaianinha","FPM","FPM",1333585.37,342386.12,1081461.5,2757432.99
2023-04-01,"Itabi","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Itaporanga D'Ajuda","FPM","FPM",1185409.22,304343.21,961299.1,2451051.53
2023-04-01,"Japaratuba","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Japoatã","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"Lagarto","FPM","FPM",2370818.43,608686.41,1922598.2,4902103.04
2023-04-01,"Laranjeiras","FPM","FPM",1037233.07,266300.31,841136.72,2144670.1
2023-04-01,"Macambira","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Malhada dos Bois","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Malhador","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"Maruim","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Moita Bonita","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"Monte Alegre de Sergipe","FPM","FPM",740880.76,190214.52,600811.95,1531907.23
2023-04-01,"Muribeca","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Neópolis","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Nossa Senhora Aparecida","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Nossa Senhora da Glória","FPM","FPM",1333585.37,342386.12,1081461.5,2757432.99
2023-04-01,"Nossa Senhora das Dores","FPM","FPM",1037233.07,266300.31,841136.72,2144670.1
2023-04-01,"Nossa Senhora de Lourdes","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Nossa Senhora do Socorro","FPM","FPM",4753120.95,1220321.29,3854509.35,9827951.59
2023-04-01,"Pacatuba","FPM","FPM",740880.76,190214.52,600811.95,1531907.23
2023-04-01,"Pedra Mole","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Pedrinhas","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Pinhão","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Pirambu","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Porto da Folha","FPM","FPM",1037233.07,266300.31,841136.72,2144670.1
2023-04-01,"Poço Redondo","FPM","FPM",1185409.22,304343.21,961299.1,2451051.53
2023-04-01,"Poço Verde","FPM","FPM",1037233.07,266300.31,841136.72,2144670.1
2023-04-01,"Propriá","FPM","FPM",1037233.07,266300.31,841136.72,2144670.1
2023-04-01,"Riachuelo","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"Riachão do Dantas","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Ribeirópolis","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Rosário do Catete","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"Salgado","FPM","FPM",889056.91,228257.42,720974.32,1838288.65
2023-04-01,"Santa Luzia do Itanhy","FPM","FPM",740880.76,190214.52,600811.95,1531907.23
2023-04-01,"Santa Rosa de Lima","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Santana do São Francisco","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Santo Amaro das Brotas","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"Simão Dias","FPM","FPM",1333585.37,342386.12,1081461.5,2757432.99
2023-04-01,"Siriri","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"São Cristóvão","FPM","FPM",2222642.27,570643.53,1802435.82,4595721.62
2023-04-01,"São Domingos","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"São Francisco","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"São Miguel do Aleixo","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Telha","FPM","FPM",444528.47,114128.71,360487.18,919144.36
2023-04-01,"Tobias Barreto","FPM","FPM",1629937.66,418471.92,1321786.27,3370195.85
2023-04-01,"Tomar do Geru","FPM","FPM",592704.62,152171.6,480649.55,1225525.77
2023-04-01,"Umbaúba","FPM","FPM",1037232.92,266300.29,841136.59,2144669.8
2023-05-01,"Amparo do São Francisco","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Aquidabã","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Aracaju","FPM","FPM",22765790.63,4497857.63,11389824.86,38653473.12
2023-05-01,"Arauá","FPM","FPM",802396.19,158530.13,401442.32,1362368.64
2023-05-01,"Areia Branca","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Barra dos Coqueiros","FPM","FPM",1604792.35,317060.27,802884.64,2724737.26
2023-05-01,"Boquim","FPM","FPM",1404193.31,277427.74,702524.08,2384145.13
2023-05-01,"Brejo Grande","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Campo do Brito","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Canhoba","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Canindé de São Francisco","FPM","FPM",1604792.35,317060.27,802884.64,2724737.26
2023-05-01,"Capela","FPM","FPM",1604792.35,317060.27,802884.64,2724737.26
2023-05-01,"Carira","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Carmópolis","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Cedro de São João","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Cristinápolis","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Cumbe","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Divina Pastora","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Estância","FPM","FPM",2407188.53,475590.4,1204326.98,4087105.91
2023-05-01,"Feira Nova","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Frei Paulo","FPM","FPM",1002995.23,198162.66,501802.92,1702960.81
2023-05-01,"Gararu","FPM","FPM",802396.19,158530.13,401442.32,1362368.64
2023-05-01,"General Maynard","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Graccho Cardoso","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Ilha das Flores","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Indiaroba","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Itabaiana","FPM","FPM",3008985.66,594487.99,1505408.72,5108882.37
2023-05-01,"Itabaianinha","FPM","FPM",1805391.4,356692.8,903245.24,3065329.44
2023-05-01,"Itabi","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Itaporanga D'Ajuda","FPM","FPM",1604792.35,317060.27,802884.64,2724737.26
2023-05-01,"Japaratuba","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Japoatã","FPM","FPM",802396.19,158530.13,401442.32,1362368.64
2023-05-01,"Lagarto","FPM","FPM",3209584.7,634120.52,1605769.3,5449474.52
2023-05-01,"Laranjeiras","FPM","FPM",1404193.31,277427.74,702524.08,2384145.13
2023-05-01,"Macambira","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Malhada dos Bois","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Malhador","FPM","FPM",802396.19,158530.13,401442.32,1362368.64
2023-05-01,"Maruim","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Moita Bonita","FPM","FPM",802396.19,158530.13,401442.32,1362368.64
2023-05-01,"Monte Alegre de Sergipe","FPM","FPM",1002995.23,198162.66,501802.92,1702960.81
2023-05-01,"Muribeca","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Neópolis","FPM","FPM",1203594.26,237795.2,602163.5,2043552.96
2023-05-01,"Nossa Senhora Aparecida","FPM","FPM",601797.15,118897.6,301081.76,1021776.51
2023-05-01,"Nossa Senhora da Glória","FPM","FPM",1805391.4,356692.8,903245.24,3065329.44
2023-05-01,"Nossa Senhora das Dores","FPM","FPM",1404193.31,277427.74,702524.08,2384145.13
