"Mês","Município","Item transferência","Transferência","1º Decêndio","2º Decêndio","3º Decêndio","Valor total"
2023-02-01,"Arauá","IPI-EXP","FUNDEB",118.28,21.5,15.8,155.58
2023-02-01,"Arauá","ITR","FUNDEB",30.6,11.19,7.12,48.91
2023-02-01,"Arauá","IPVA","FUNDEB",15167.64,8279.09,7811.27,31258
2023-02-01,"Arauá","ITCMD","FUNDEB",1656.95,627.06,326.98,2610.99
2023-02-01,"Arauá","ICMS","FUNDEB",147644.2,104307.86,100071.72,352023.78
2023-02-01,"Arauá","DEDU","FUNDEB",328140.12,31590.04,78361.73,438091.89
2023-02-01,"Arauá","FPE","FUNDEB",553930.9,53161.53,136716.95,743809.38
2023-02-01,"Arauá","ANP","Royalties",0,0,176.31,176.31
2023-02-01,"Arauá","FEP","Royalties",0,0,31210.74,31210.74
2023-02-01,"Arauá","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,85.65,85.65
2023-02-01,"Areia Branca","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Areia Branca","FPM","FUNDEB",383774.18,36944.14,91607.56,512325.88
2023-02-01,"Areia Branca","IPI-EXP","FUNDEB",208.51,37.89,27.85,274.25
2023-02-01,"Areia Branca","ITR","FUNDEB",53.95,19.73,12.55,86.23
2023-02-01,"Areia Branca","IPVA","FUNDEB",26738.56,14594.95,13770.24,55103.75
2023-02-01,"Areia Branca","ITCMD","FUNDEB",2920.99,1105.43,576.43,4602.85
2023-02-01,"Areia Branca","ICMS","FUNDEB",260277.35,183881.07,176413.31,620571.73
2023-02-01,"Areia Branca","DEDU","FUNDEB",492206.47,47382.4,117490.54,657079.41
2023-02-01,"Areia Branca","FPE","FUNDEB",976507.51,93716.81,241014.05,1311238.37
2023-02-01,"Areia Branca","ANP","Royalties",0,0,640810.73,640810.73
2023-02-01,"Areia Branca","FEP","Royalties",0,0,46816.1,46816.1
2023-02-01,"Areia Branca","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,334.75,334.75
2023-02-01,"Areia Branca","COUN VAAT","FUNDEB",0,0,250069.55,250069.55
2023-02-01,"Barra dos Coqueiros","FPM","FPM",2625101.22,252706.18,626616.26,3504423.66
2023-02-01,"Barra dos Coqueiros","ITR","ITR",77.04,0,0,77.04
2023-02-01,"Barra dos Coqueiros","FPM","FUNDEB",436463.91,42016.33,104184.69,582664.93
2023-02-01,"Barra dos Coqueiros","IPI-EXP","FUNDEB",237.14,43.1,31.67,311.91
2023-02-01,"Barra dos Coqueiros","ITR","FUNDEB",61.36,22.44,14.27,98.07
2023-02-01,"Barra dos Coqueiros","IPVA","FUNDEB",30409.59,16598.74,15660.8,62669.13
2023-02-01,"Barra dos Coqueiros","ITCMD","FUNDEB",3322.01,1257.2,655.57,5234.78
2023-02-01,"Barra dos Coqueiros","ICMS","FUNDEB",296011.75,209126.76,200633.71,705772.22
2023-02-01,"Barra dos Coqueiros","DEDU","FUNDEB",656294.54,63176.54,156654.06,876125.14
2023-02-01,"Barra dos Coqueiros","FPE","FUNDEB",1110575.69,106583.52,274103.72,1491262.93
2023-02-01,"Barra dos Coqueiros","ANP","Royalties",0,0,732910.16,732910.16
2023-02-01,"Barra dos Coqueiros","FEP","Royalties",0,0,62421.47,62421.47
2023-02-01,"Barra dos Coqueiros","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,6348.55,6348.55
2023-02-01,"Barra dos Coqueiros","COUN VAAR","FUNDEB",0,0,19741.99,19741.99
2023-02-01,"Boquim","FPM","FPM",2296963.56,221117.9,548289.24,3066370.7
2023-02-01,"Boquim","ITR","ITR",10.76,69.44,5.01,85.21
2023-02-01,"Boquim","FPM","FUNDEB",368508.54,35474.59,87963.63,491946.76
2023-02-01,"Boquim","IPI-EXP","FUNDEB",200.22,36.39,26.74,263.35
2023-02-01,"Boquim","ITR","FUNDEB",51.8,18.95,12.05,82.8
2023-02-01,"Boquim","IPVA","FUNDEB",25674.96,14014.39,13222.49,52911.84
2023-02-01,"Boquim","ITCMD","FUNDEB",2804.79,1061.46,553.5,4419.75
2023-02-01,"Boquim","ICMS","FUNDEB",249924.12,176566.71,169396,595886.83
2023-02-01,"Boquim","DEDU","FUNDEB",574243.57,55296.83,137073.54,766613.94
2023-02-01,"Boquim","FPE","FUNDEB",937664.32,89988.97,231427.07,1259080.36
2023-02-01,"Boquim","ANP","Royalties",0,0,226.68,226.68
2023-02-01,"Boquim","FEP","Royalties",0,0,54618.79,54618.79
2023-02-01,"Boquim","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,332.25,332.25
2023-02-01,"Brejo Grande","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Brejo Grande","ITR","ITR",12.12,0,0,12.12
2023-02-01,"Brejo Grande","FPM","FUNDEB",191147.06,18400.82,45627.14,255175.02
2023-02-01,"Brejo Grande","IPI-EXP","FUNDEB",103.85,18.87,13.87,136.59
2023-02-01,"Brejo Grande","ITR","FUNDEB",26.87,9.83,6.25,42.95
2023-02-01,"Brejo Grande","IPVA","FUNDEB",13317.72,7269.33,6858.57,27445.62
2023-02-01,"Brejo Grande","ITCMD","FUNDEB",1454.86,550.58,287.1,2292.54
2023-02-01,"Brejo Grande","ICMS","FUNDEB",129636.78,91585.96,87866.48,309089.22
2023-02-01,"Brejo Grande","DEDU","FUNDEB",246106.25,23691.19,58745.27,328542.71
2023-02-01,"Brejo Grande","FPE","FUNDEB",486370.77,46677.69,120042.28,653090.74
2023-02-01,"Brejo Grande","ANP","Royalties",0,0,738421.15,738421.15
2023-02-01,"Brejo Grande","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"Brejo Grande","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,154.97,154.97
2023-02-01,"Brejo Grande","COUN VAAT","FUNDEB",0,0,45578.03,45578.03
2023-02-01,"Campo do Brito","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Campo do Brito","ITR","ITR",61.07,73.14,30.21,164.42
2023-02-01,"Campo do Brito","FPM","FUNDEB",215499.73,20745.15,51440.16,287685.04
2023-02-01,"Campo do Brito","IPI-EXP","FUNDEB",117.08,21.28,15.64,154
2023-02-01,"Campo do Brito","ITR","FUNDEB",30.29,11.08,7.05,48.42
2023-02-01,"Campo do Brito","IPVA","FUNDEB",15014.44,8195.46,7732.37,30942.27
2023-02-01,"Campo do Brito","ITCMD","FUNDEB",1640.21,620.73,323.68,2584.62
2023-02-01,"Campo do Brito","ICMS","FUNDEB",146152.87,103254.27,99060.91,348468.05
2023-02-01,"Campo do Brito","DEDU","FUNDEB",492221.73,47400.68,117498.09,657120.5
2023-02-01,"Campo do Brito","FPE","FUNDEB",548335.76,52624.56,135336,736296.32
2023-02-01,"Campo do Brito","ANP","Royalties",0,0,201.49,201.49
2023-02-01,"Campo do Brito","FEP","Royalties",0,0,46816.1,46816.1
2023-02-01,"Campo do Brito","CFEM","Royalties",0,23162.2,0,23162.2
2023-02-01,"Campo do Brito","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,178.68,178.68
2023-02-01,"Campo do Brito","COUN VAAR","FUNDEB",0,0,7075.59,7075.59
2023-02-01,"Canhoba","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Canhoba","ITR","ITR",334.69,188.36,0,523.05
2023-02-01,"Canhoba","FPM","FUNDEB",92434.89,8898.27,22064.38,123397.54
2023-02-01,"Canhoba","IPI-EXP","FUNDEB",50.22,9.13,6.71,66.06
2023-02-01,"Canhoba","ITR","FUNDEB",12.99,4.75,3.02,20.76
2023-02-01,"Canhoba","IPVA","FUNDEB",6440.18,3515.3,3316.66,13272.14
2023-02-01,"Canhoba","ITCMD","FUNDEB",703.54,266.25,138.84,1108.63
2023-02-01,"Canhoba","ICMS","FUNDEB",62689.76,44289.14,42490.47,149469.37
2023-02-01,"Canhoba","DEDU","FUNDEB",246186.9,23738.27,58745.27,328670.44
2023-02-01,"Canhoba","FPE","FUNDEB",235199.16,22572.4,58050.04,315821.6
2023-02-01,"Canhoba","ANP","Royalties",0,0,167.91,167.91
2023-02-01,"Canhoba","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"Canhoba","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,29.11,29.11
2023-02-01,"Canhoba","COUN VAAT","FUNDEB",0,0,43843.59,43843.59
2023-02-01,"Canindé de São Francisco","FPM","FPM",2625101.22,252706.18,626616.26,3504423.66
2023-02-01,"Canindé de São Francisco","ITR","ITR",4.96,35.49,33.31,73.76
2023-02-01,"Canindé de São Francisco","FPM","FUNDEB",687921.77,66222.99,164208.12,918352.88
2023-02-01,"Canindé de São Francisco","IPI-EXP","FUNDEB",373.76,67.92,49.91,491.59
2023-02-01,"Canindé de São Francisco","ITR","FUNDEB",96.71,35.37,22.49,154.57
2023-02-01,"Canindé de São Francisco","IPVA","FUNDEB",47929.31,26161.69,24683.39,98774.39
2023-02-01,"Canindé de São Francisco","ITCMD","FUNDEB",5235.92,1981.5,1033.25,8250.67
2023-02-01,"Canindé de São Francisco","ICMS","FUNDEB",466551.58,329609.96,316223.86,1112385.4
2023-02-01,"Canindé de São Francisco","DEDU","FUNDEB",656276.53,63185.41,156662.38,876124.32
2023-02-01,"Canindé de São Francisco","FPE","FUNDEB",1750406.35,167988.97,432021.79,2350417.11
2023-02-01,"Canindé de São Francisco","ANP","Royalties",0,0,226.68,226.68
2023-02-01,"Canindé de São Francisco","FEP","Royalties",0,0,62421.47,62421.47
2023-02-01,"Canindé de São Francisco","CFH","Royalties",1379848.73,0,0,1379848.73
2023-02-01,"Canindé de São Francisco","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,8826.34,8826.34
2023-02-01,"Canindé de São Francisco","COUN VAAT","FUNDEB",0,0,231722.73,231722.73
2023-02-01,"Canindé de São Francisco","COUN VAAR","FUNDEB",0,0,45229,45229
2023-02-01,"Capela","FPM","FPM",2625101.22,252706.18,626616.26,3504423.66
2023-02-01,"Capela","ITR","ITR",182.89,79.05,0,261.94
2023-02-01,"Capela","FPM","FUNDEB",639493.65,61561.05,152648.25,853702.95
2023-02-01,"Capela","IPI-EXP","FUNDEB",347.44,63.14,46.4,456.98
2023-02-01,"Capela","ITR","FUNDEB",89.9,32.88,20.91,143.69
2023-02-01,"Capela","IPVA","FUNDEB",44555.21,24319.97,22945.73,91820.91
2023-02-01,"Capela","ITCMD","FUNDEB",4867.32,1842.01,960.52,7669.85
2023-02-01,"Capela","ICMS","FUNDEB",433707.41,306406.17,293962.42,1034076
2023-02-01,"Capela","DEDU","FUNDEB",656321.01,63196.3,156654.06,876171.37
2023-02-01,"Capela","FPE","FUNDEB",1627181.74,156162.93,401608.44,2184953.11
2023-02-01,"Capela","ANP","Royalties",0,0,677639.48,677639.48
2023-02-01,"Capela","FEP","Royalties",0,0,62421.47,62421.47
2023-02-01,"Capela","CFEM","Royalties",0,167965.03,0,167965.03
2023-02-01,"Capela","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,888.03,888.03
2023-02-01,"Capela","COUN VAAT","FUNDEB",0,0,566879.72,566879.72
2023-02-01,"Carira","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Carira","ITR","ITR",78.05,45.43,0,123.48
2023-02-01,"Carira","FPM","FUNDEB",399180.79,38427.25,95285.15,532893.19
2023-02-01,"Carira","IPI-EXP","FUNDEB",216.88,39.41,28.96,285.25
2023-02-01,"Carira","ITR","FUNDEB",56.12,20.53,13.05,89.7
2023-02-01,"Carira","IPVA","FUNDEB",27811.98,15180.86,14323.04,57315.88
2023-02-01,"Carira","ITCMD","FUNDEB",3038.25,1149.81,599.57,4787.63
2023-02-01,"Carira","ICMS","FUNDEB",270726.17,191262.97,183495.41,645484.55
2023-02-01,"Carira","DEDU","FUNDEB",492225.98,47393.75,117490.54,657110.27
2023-02-01,"Carira","FPE","FUNDEB",1015709.36,97479.06,250689.55,1363877.97
2023-02-01,"Carira","ANP","Royalties",0,0,218.28,218.28
2023-02-01,"Carira","FEP","Royalties",0,0,46816.1,46816.1
2023-02-01,"Carira","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,536.3,536.3
2023-02-01,"Carira","COUN VAAT","FUNDEB",0,0,34409.81,34409.81
2023-02-01,"Carmópolis","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Carmópolis","ITR","ITR",16.52,0,15.44,31.96
2023-02-01,"Carmópolis","FPM","FUNDEB",260897.28,25115.35,62276.63,348289.26
2023-02-01,"Carmópolis","IPI-EXP","FUNDEB",141.75,25.76,18.93,186.44
2023-02-01,"Carmópolis","ITR","FUNDEB",36.68,13.42,8.53,58.63
2023-02-01,"Carmópolis","IPVA","FUNDEB",18177.4,9921.93,9361.28,37460.61
2023-02-01,"Carmópolis","ITCMD","FUNDEB",1985.74,751.49,391.87,3129.1
2023-02-01,"Carmópolis","ICMS","FUNDEB",176941.68,125005.99,119929.25,421876.92
2023-02-01,"Carmópolis","DEDU","FUNDEB",492210.6,47382.4,117494.4,657087.4
2023-02-01,"Carmópolis","FPE","FUNDEB",663849.12,63710.54,163846.12,891405.78
2023-02-01,"Carmópolis","ANP","Royalties",0,0,341511.52,341511.52
2023-02-01,"Carmópolis","FEP","Royalties",0,0,46816.1,46816.1
2023-02-01,"Carmópolis","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,854.36,854.36
2023-02-01,"Cedro de São João","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Cedro de São João","ITR","ITR",0,28.55,0,28.55
2023-02-01,"Cedro de São João","FPM","FUNDEB",103734.94,9986.08,24761.71,138482.73
2023-02-01,"Cedro de São João","IPI-EXP","FUNDEB",56.36,10.24,7.53,74.13
2023-02-01,"Cedro de São João","ITR","FUNDEB",14.58,5.33,3.39,23.3
2023-02-01,"Cedro de São João","IPVA","FUNDEB",7227.49,3945.04,3722.12,14894.65
2023-02-01,"Cedro de São João","ITCMD","FUNDEB",789.55,298.8,155.81,1244.16
2023-02-01,"Cedro de São João","ICMS","FUNDEB",70353.5,49703.43,47684.88,167741.81
2023-02-01,"Cedro de São João","DEDU","FUNDEB",246103.23,23698.32,58745.27,328546.82
2023-02-01,"Cedro de São João","FPE","FUNDEB",263951.97,25331.84,65146.59,354430.4
2023-02-01,"Cedro de São João","ANP","Royalties",0,0,167.91,167.91
2023-02-01,"Cedro de São João","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"Cedro de São João","CFEM","Royalties",0,5381.84,0,5381.84
2023-02-01,"Cedro de São João","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,58.49,58.49
2023-02-01,"Cedro de São João","COUN VAAT","FUNDEB",0,0,73260.2,73260.2
2023-02-01,"Cristinápolis","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Cristinápolis","ITR","ITR",327.58,12.53,0,340.11
2023-02-01,"Cristinápolis","FPM","FUNDEB",413887.29,39842.99,98795.61,552525.89
2023-02-01,"Cristinápolis","IPI-EXP","FUNDEB",224.87,40.87,30.03,295.77
2023-02-01,"Cristinápolis","ITR","FUNDEB",58.18,21.28,13.53,92.99
2023-02-01,"Cristinápolis","IPVA","FUNDEB",28836.62,15740.15,14850.73,59427.5
2023-02-01,"Cristinápolis","ITCMD","FUNDEB",3150.18,1192.17,621.66,4964.01
2023-02-01,"Cristinápolis","ICMS","FUNDEB",280700.19,198309.43,190255.7,669265.32
2023-02-01,"Cristinápolis","DEDU","FUNDEB",492288.36,47385.53,117490.54,657164.43
2023-02-01,"Cristinápolis","FPE","FUNDEB",1053129.85,101070.36,259925.38,1414125.59
2023-02-01,"Cristinápolis","ANP","Royalties",0,0,201.49,201.49
2023-02-01,"Cristinápolis","FEP","Royalties",0,0,46816.1,46816.1
2023-02-01,"Cristinápolis","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,515.5,515.5
2023-02-01,"Cristinápolis","COUN VAAT","FUNDEB",0,0,320101.84,320101.84
2023-02-01,"Cristinápolis","COUN VAAR","FUNDEB",0,0,13460.47,13460.47
2023-02-01,"Cumbe","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Cumbe","ITR","ITR",8.04,0,0,8.04
2023-02-01,"Cumbe","FPM","FUNDEB",50321.64,4844.24,12011.86,67177.74
2023-02-01,"Cumbe","IPI-EXP","FUNDEB",27.34,4.97,3.65,35.96
2023-02-01,"Cumbe","ITR","FUNDEB",7.07,2.59,1.65,11.31
2023-02-01,"Cumbe","IPVA","FUNDEB",3506.04,1913.73,1805.6,7225.37
2023-02-01,"Cumbe","ITCMD","FUNDEB",383.01,144.95,75.58,603.54
2023-02-01,"Cumbe","ICMS","FUNDEB",34128.36,24111.05,23131.85,81371.26
2023-02-01,"Cumbe","DEDU","FUNDEB",246105.24,23691.19,58745.27,328541.7
2023-02-01,"Cumbe","FPE","FUNDEB",128042.65,12288.43,31602.5,171933.58
2023-02-01,"Cumbe","ANP","Royalties",0,0,167.91,167.91
2023-02-01,"Cumbe","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"Cumbe","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,57.61,57.61
2023-02-01,"Divina Pastora","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Divina Pastora","ITR","ITR",0,418.4,0,418.4
2023-02-01,"Divina Pastora","FPM","FUNDEB",131484.67,12657.42,31385.62,175527.71
2023-02-01,"Divina Pastora","IPI-EXP","FUNDEB",71.44,12.98,9.54,93.96
2023-02-01,"Divina Pastora","ITR","FUNDEB",18.48,6.76,4.3,29.54
2023-02-01,"Divina Pastora","IPVA","FUNDEB",9160.88,5000.37,4717.81,18879.06
2023-02-01,"Divina Pastora","ITCMD","FUNDEB",1000.76,378.73,197.49,1576.98
2023-02-01,"Divina Pastora","ICMS","FUNDEB",89173.49,62999.4,60440.87,212613.76
2023-02-01,"Divina Pastora","DEDU","FUNDEB",246103.23,23795.78,58745.27,328644.28
2023-02-01,"Divina Pastora","FPE","FUNDEB",334560.73,32108.27,82573.7,449242.7
2023-02-01,"Divina Pastora","ANP","Royalties",0,0,900911.22,900911.22
2023-02-01,"Divina Pastora","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"Divina Pastora","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,180.93,180.93
2023-02-01,"Estância","FPM","FPM",3937651.81,379059.27,939924.39,5256635.47
2023-02-01,"Estância","ITR","ITR",1973.08,390.84,33.02,2396.94
2023-02-01,"Estância","FPM","FUNDEB",978452.91,94191.06,233558.41,1306202.38
2023-02-01,"Estância","IPI-EXP","FUNDEB",531.61,96.61,71,699.22
2023-02-01,"Estância","ITR","FUNDEB",137.55,50.31,31.99,219.85
2023-02-01,"Estância","IPVA","FUNDEB",68171.39,37210.6,35107.96,140489.95
2023-02-01,"Estância","ITCMD","FUNDEB",7447.21,2818.36,1469.63,11735.2
2023-02-01,"Estância","ICMS","FUNDEB",663591.08,468814.67,449775.2,1582180.95
2023-02-01,"Estância","DEDU","FUNDEB",984906.21,94862.52,234989.34,1314758.07
2023-02-01,"Estância","FPE","FUNDEB",2489658.36,238936.03,614478.27,3343072.66
2023-02-01,"Estância","ANP","Royalties",0,5916.99,683319.04,689236.03
2023-02-01,"Estância","FEP","Royalties",0,0,93632.22,93632.22
2023-02-01,"Estância","CFEM","Royalties",0,12790.21,0,12790.21
2023-02-01,"Estância","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,5038.96,5038.96
2023-02-01,"Feira Nova","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Feira Nova","ITR","ITR",0,92.96,0,92.96
2023-02-01,"Feira Nova","FPM","FUNDEB",84306.38,8115.78,20124.08,112546.24
2023-02-01,"Feira Nova","IPI-EXP","FUNDEB",45.8,8.32,6.12,60.24
2023-02-01,"Feira Nova","ITR","FUNDEB",11.85,4.34,2.76,18.95
2023-02-01,"Feira Nova","IPVA","FUNDEB",5873.84,3206.17,3025,12105.01
2023-02-01,"Feira Nova","ITCMD","FUNDEB",641.68,242.84,126.63,1011.15
2023-02-01,"Feira Nova","ICMS","FUNDEB",57176.96,40394.45,38753.95,136325.36
2023-02-01,"Feira Nova","DEDU","FUNDEB",246103.23,23714.42,58745.27,328562.92
2023-02-01,"Feira Nova","FPE","FUNDEB",214516.27,20587.43,52945.25,288048.95
2023-02-01,"Feira Nova","ANP","Royalties",0,0,167.91,167.91
2023-02-01,"Feira Nova","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"Feira Nova","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,156.26,156.26
2023-02-01,"Frei Paulo","FPM","FPM",1640688.27,157941.36,391635.17,2190264.8
2023-02-01,"Frei Paulo","ITR","ITR",8.15,45.54,0,53.69
2023-02-01,"Frei Paulo","FPM","FUNDEB",225286.86,21687.3,53776.36,300750.52
2023-02-01,"Frei Paulo","IPI-EXP","FUNDEB",122.4,22.24,16.35,160.99
2023-02-01,"Frei Paulo","ITR","FUNDEB",31.67,11.58,7.37,50.62
2023-02-01,"Frei Paulo","IPVA","FUNDEB",15696.32,8567.67,8083.54,32347.53
2023-02-01,"Frei Paulo","ITCMD","FUNDEB",1714.71,648.92,338.38,2702.01
2023-02-01,"Frei Paulo","ICMS","FUNDEB",152790.53,107943.65,103559.85,364294.03
2023-02-01,"Frei Paulo","DEDU","FUNDEB",410174.08,39496.71,97908.78,547579.57
2023-02-01,"Frei Paulo","FPE","FUNDEB",573238.92,55014.55,141482.41,769735.88
2023-02-01,"Frei Paulo","ANP","Royalties",0,0,184.7,184.7
2023-02-01,"Frei Paulo","FEP","Royalties",0,0,39013.42,39013.42
2023-02-01,"Frei Paulo","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,717.87,717.87
2023-02-01,"Frei Paulo","COUN VAAT","FUNDEB",0,0,93423.95,93423.95
2023-02-01,"Gararu","FPM","FPM",1312550.61,126353.09,313308.14,1752211.84
2023-02-01,"Gararu","ITR","ITR",87.3,34.45,75.24,196.99
2023-02-01,"Gararu","FPM","FUNDEB",165535.18,15935.3,39513.54,220984.02
2023-02-01,"Gararu","IPI-EXP","FUNDEB",89.94,16.34,12.01,118.29
2023-02-01,"Gararu","ITR","FUNDEB",23.27,8.51,5.41,37.19
2023-02-01,"Gararu","IPVA","FUNDEB",11533.27,6295.31,5939.58,23768.16
2023-02-01,"Gararu","ITCMD","FUNDEB",1259.92,476.81,248.63,1985.36
2023-02-01,"Gararu","ICMS","FUNDEB",112266.7,79314.32,76093.21,267674.23
2023-02-01,"Gararu","DEDU","FUNDEB",328159.46,31596.88,78345.83,438102.17
2023-02-01,"Gararu","FPE","FUNDEB",421201.73,40423.33,103957.76,565582.82
2023-02-01,"Gararu","ANP","Royalties",0,0,176.31,176.31
2023-02-01,"Gararu","FEP","Royalties",0,0,31210.74,31210.74
2023-02-01,"Gararu","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,99.45,99.45
2023-02-01,"General Maynard","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"General Maynard","ITR","ITR",198.03,0,0,198.03
2023-02-01,"General Maynard","FPM","FUNDEB",50349.83,4846.95,12018.59,67215.37
2023-02-01,"General Maynard","IPI-EXP","FUNDEB",27.36,4.97,3.65,35.98
2023-02-01,"General Maynard","ITR","FUNDEB",7.08,2.59,1.65,11.32
2023-02-01,"General Maynard","IPVA","FUNDEB",3508.01,1914.81,1806.61,7229.43
2023-02-01,"General Maynard","ITCMD","FUNDEB",383.22,145.03,75.63,603.88
2023-02-01,"General Maynard","ICMS","FUNDEB",34147.49,24124.56,23144.81,81416.86
2023-02-01,"General Maynard","DEDU","FUNDEB",246152.73,23691.19,58745.27,328589.19
2023-02-01,"General Maynard","FPE","FUNDEB",128114.38,12295.32,31620.2,172029.9
2023-02-01,"General Maynard","ANP","Royalties",0,0,679559.7,679559.7
2023-02-01,"General Maynard","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"General Maynard","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,132.17,132.17
2023-02-01,"Graccho Cardoso","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Graccho Cardoso","ITR","ITR",16.32,154.1,42.56,212.98
2023-02-01,"Graccho Cardoso","FPM","FUNDEB",91899.26,8846.71,21936.51,122682.48
2023-02-01,"Graccho Cardoso","IPI-EXP","FUNDEB",49.93,9.07,6.67,65.67
2023-02-01,"Graccho Cardoso","ITR","FUNDEB",12.92,4.73,3,20.65
2023-02-01,"Graccho Cardoso","IPVA","FUNDEB",6402.86,3494.93,3297.45,13195.24
2023-02-01,"Graccho Cardoso","ITCMD","FUNDEB",699.46,264.71,138.03,1102.2
2023-02-01,"Graccho Cardoso","ICMS","FUNDEB",62326.48,44032.49,42244.25,148603.22
2023-02-01,"Graccho Cardoso","DEDU","FUNDEB",246107.31,23729.71,58755.9,328592.92
2023-02-01,"Graccho Cardoso","FPE","FUNDEB",233836.24,22441.59,57713.66,313991.49
2023-02-01,"Graccho Cardoso","ANP","Royalties",0,0,167.91,167.91
2023-02-01,"Graccho Cardoso","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"Ilha das Flores","FPM","FPM",984412.96,94764.82,234981.1,1314158.88
2023-02-01,"Ilha das Flores","FPM","FUNDEB",262184.69,25239.29,62583.94,350007.92
2023-02-01,"Ilha das Flores","IPI-EXP","FUNDEB",142.45,25.89,19.02,187.36
2023-02-01,"Ilha das Flores","ITR","FUNDEB",36.86,13.48,8.57,58.91
2023-02-01,"Ilha das Flores","IPVA","FUNDEB",18267.1,9970.89,9407.47,37645.46
2023-02-01,"Ilha das Flores","ITCMD","FUNDEB",1995.54,755.2,393.8,3144.54
2023-02-01,"Ilha das Flores","ICMS","FUNDEB",177814.82,125622.84,120521.05,423958.71
2023-02-01,"Ilha das Flores","DEDU","FUNDEB",246103.23,23691.19,58745.27,328539.69
2023-02-01,"Ilha das Flores","FPE","FUNDEB",667124.91,64024.92,164654.62,895804.45
2023-02-01,"Ilha das Flores","ANP","Royalties",0,0,167.91,167.91
2023-02-01,"Ilha das Flores","FEP","Royalties",0,0,23408.05,23408.05
2023-02-01,"Ilha das Flores","LC 176/2020 (ADO25)","LC 176/2020 (ADO25)",0,0,78.73,78.73
2023-02-01,"Ilha das Flores","COUN VAAT","FUNDEB",0,0,237840.13,237840.13
2023-02-01,"Indiaroba","FPM","FPM",1968825.91,189529.64,469962.2,2628317.75
2023-02-01,"Indiaroba","ITR","ITR",209.59,5.01,0,214.6
2023-02-01,"Indiaroba","FPM","FUNDEB",381645.74,36739.24,91099.5,509484.48
2023-02-01,"Indiaroba","IPI-EXP","FUNDEB",207.35,37.68,27.69,272.72
2023-02-01,"Indiaroba","ITR","FUNDEB",53.65,19.62,12.48,85.75
2023-02-01,"Indiaroba","IPVA","FUNDEB",26590.26,14514,13693.87,54798.13
2023-02-01,"Indiaroba","ITCMD","FUNDEB",2904.79,1099.3,573.23,4577.32
2023-02-01,"Indiaroba","ICMS","FUNDEB",258833.82,182861.25,175434.9,617129.97
2023-02-01,"Indiaroba","DEDU","FUNDEB",492258.86,47383.65,117490.54,657133.05
2023-02-01,"Indiaroba","FPE","FUNDEB",971091.7,93197.04,239677.36,1303966.1
2023-02-01,"Indiaroba","ANP","Royalties",0,0,679002.6,679002.6
2023-02-01,"Indiaroba","FEP","Royalties",0,0,46816.1,46816.1
